Feature	Importance
EQ	0.000199
negativecharger.uncharger.uncharger	0.000198
WK	0.000198
FH	0.000197
PI	0.000194
polarity.2.residue75	0.000194
FP	0.000193
NS	0.000192
MM	0.000192
SP	0.000192
transitivity_undirected.3-mer	0.000192
NR	0.000191
VR	0.000190
solventaccess.2.residue25	0.000189
polarity.3.residue100	0.000188
QN	0.000187
hydrophobicity_PRAM900101.3.residue100	0.000186
IF	0.000185
average_path_length.1-mer	0.000184
charge.Tr1331	0.000183
uncharger.aromatic.gap5	0.000182
ID	0.000181
negativecharger.postivecharger.postivecharger	0.000180
uncharger.negativecharger.postivecharger	0.000179
EI	0.000179
SH	0.000176
YS	0.000175
negativecharger.postivecharger.negativecharger	0.000174
alphaticr.aromatic.aromatic	0.000173
RV	0.000172
EY	0.000172
YR	0.000171
negativecharger.uncharger.gap1	0.000170
secondarystruct.Tr2332	0.000170
normwaalsvolume.1.residue50	0.000167
hydrophobicity_ZIMJ680101.1.residue75	0.000167
postivecharger.aromatic.gap2	0.000166
postivecharger.aromatic.aromatic	0.000166
LE	0.000166
Autocorr_w5	0.000165
aromatic.aromatic.gap4	0.000164
uncharger.uncharger.alphaticr	0.000164
QS	0.000164
alphaticr.postivecharger.aromatic	0.000164
DK	0.000163
DF	0.000163
LV	0.000162
QD	0.000161
hydrophobicity_PONP930101.1.residue100	0.000161
eccentricity.1-mer	0.000159
EIIP_Fourier_3	0.000159
NF	0.000159
hydrophobicity_CASG920101.1.residue100	0.000157
normwaalsvolume.2.residue0	0.000157
PV	0.000157
secondarystruct.1.residue0	0.000156
hydrophobicity_ARGP820101.1.residue25	0.000156
PH	0.000156
radius.1-mer	0.000155
postivecharger.aromatic.alphaticr	0.000155
aromatic.aromatic.aromatic	0.000155
hydrophobicity_FASG890101.3.residue100	0.000154
aromatic.aromatic.gap5	0.000148
TF	0.000148
hub_score.3-mer	0.000147
YK	0.000145
polarizability.2.residue100	0.000145
DV	0.000143
secondarystruct.3.residue50	0.000143
ST	0.000142
uncharger.postivecharger.negativecharger	0.000142
EIIP_Fourier_7	0.000142
negativecharger.aromatic.negativecharger	0.000140
KS	0.000139
density.1-mer	0.000138
QA	0.000138
EC	0.000138
CW	0.000137
GW	0.000136
hydrophobicity_CASG920101.1.residue50	0.000136
negativecharger.aromatic.aromatic	0.000135
CY	0.000134
postivecharger.aromatic.postivecharger	0.000134
aromatic.negativecharger.uncharger	0.000133
hydrophobicity_CASG920101.2.residue100	0.000133
hydrophobicity_ARGP820101.2.residue0	0.000133
aromatic.postivecharger.aromatic	0.000133
KR	0.000133
negativecharger.negativecharger.postivecharger	0.000132
postivecharger.negativecharger.uncharger	0.000131
motifs4.3-mer	0.000130
aromatic.postivecharger.negativecharger	0.000130
EW	0.000129
alphaticr.uncharger.aromatic	0.000128
diameter.3-mer	0.000127
hydrophobicity_ZIMJ680101.1.residue0	0.000126
Length	0.000123
EIIP_Fourier_8	0.000123
transitivity_avglocal_undirected.3-mer	0.000122
negativecharger.postivecharger.gap3	0.000120
hydrophobicity_PRAM900101.1.residue25	0.000118
postivecharger.aromatic.gap5	0.000117
uncharger.aromatic.aromatic	0.000114
uncharger.postivecharger.postivecharger	0.000113
GL	0.000112
SG	0.000111
hydrophobicity_FASG890101.3.residue0	0.000110
EM	0.000110
negativecharger.aromatic.alphaticr	0.000109
hydrophobicity_ARGP820101.1.residue75	0.000108
alphaticr.uncharger.gap4	0.000106
avg_degree.1-mer	0.000105
PN	0.000103
motifs3.2-mer	0.000103
NI	0.000102
hydrophobicity_PRAM900101.2.residue25	0.000102
negativecharger.uncharger.aromatic	0.000102
alphaticr.negativecharger.aromatic	0.000100
negativecharger.aromatic.gap0	0.000100
negativecharger.postivecharger.gap1	0.000099
QC	0.000099
alphaticr.aromatic.postivecharger	0.000098
number_of_edges.1-mer	0.000093
YW	0.000092
radius.2-mer	0.000090
hydrophobicity_FASG890101.1.residue0	0.000089
uncharger.aromatic.alphaticr	0.000089
CM	0.000088
count_multiple.1-mer	0.000086
YE	0.000086
WV	0.000085
ND	0.000085
hydrophobicity_ENGD860101.2.residue25	0.000083
Crosscorr_w5	0.000082
hydrophobicity_CASG920101.3.residue50	0.000082
IE	0.000082
NW	0.000081
number_of_edges.3-mer	0.000081
transitivity_undirected.1-mer	0.000079
edge_betweenness.1-mer	0.000078
normwaalsvolume.3.residue0	0.000078
CC	0.000076
hydrophobicity_ARGP820101.3.residue50	0.000073
motifs4.2-mer	0.000072
hydrophobicity_PONP930101.1.residue0	0.000071
FL	0.000071
HY	0.000070
MC	0.000070
secondarystruct.2.residue100	0.000069
EIIP_Fourier_13	0.000069
negativecharger.postivecharger.aromatic	0.000068
polarizability.Tr1331	0.000066
aromatic.postivecharger.uncharger	0.000065
aromatic.aromatic.uncharger	0.000063
EIIP_Fourier_16	0.000062
AC	0.000058
YF	0.000049
aromatic.aromatic.negativecharger	0.000047
LF	0.000045
solventaccess.2.residue100	0.000045
HI	0.000044
QF	0.000044
EK	0.000043
uncharger.negativecharger.aromatic	0.000042
mindegree.2-mer	0.000040
maxdegree.3-mer	0.000038
WY	0.000034
hydrophobicity_CASG920101.2.residue0	0.000033
charge.2.residue0	0.000032
hydrophobicity_PRAM900101.2.residue100	0.000000
mindegree.3-mer	0.000000
polarity.1.residue0	0.000000
mindegree.1-mer	0.000000
YM	0.000000
diameter.2-mer	0.000000
alphaticr.uncharger.gap1	0.000000
maxdegreetwo.3-mer	0.000000
CQ	0.000000
hydrophobicity_ENGD860101.1.residue25	0.000000
CK	0.000000
motifs3.3-mer	0.000000
aromatic.aromatic.postivecharger	0.000000
charge.1.residue100	0.000000
hydrophobicity_ENGD860101.1.residue100	0.000000
diameter.1-mer	0.000000
aromatic.uncharger.aromatic	0.000000
YH	0.000000
count_multiple.3-mer	0.000000
