A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,k1,k2,k3,k4,k5,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis
10,1,2,3,2,3,1,1,0,2,1,0,1,2,1,0,4,2,1,0,0,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1,2,0,1,0,1,0,1,1,2,0,0,0,2,1,1,1,2,0,0,0,0,2,0,0,1,0,0,0,6,0,1,3,0,1,0,0,0,2,0,0,2,1,0,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8650160808318883,3.58408016040638,4.898163231279777,5.50544555539995,5.786803733023729,67.00000000000003,46.83532640354988,1359.0,9.67887287433494,0.3333333333333331,1.689653771316412,160.9347693943108,162.14938865880512,20.19745492591509,21.671071365521097,46.83532640354988,64.93634414138964,1349.321127125665,26292.424242424244,43.26527277586854,21.63263638793427,2.402011483497175,0.3758915554235043,0.3077947383461577
6,1,0,1,1,1,2,0,1,2,0,1,1,0,2,2,2,1,0,2,2,1,0,1,1,2,0,2,0,2,0,2,0,1,0,0,2,0,3,1,0,1,0,1,1,0,1,2,2,1,2,2,1,0,1,0,0,0,2,0,1,2,1,4,3,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.982273044883314,3.8130693806650537,5.259466381333533,5.887084335100645,6.054607858910826,75.00000000000001,54.59614297307915,1439.0,7.253040406275558,0.3333333333333332,1.7513553854645434,161.83942659315127,162.92926669553862,24.126706665809916,29.437056906406045,54.59614297307915,71.32797197160428,1431.7469595937243,26545.945945945947,41.89091506519824,20.94545753259912,2.157859021242017,0.3782240976090615,0.2254224660699853
6,4,1,5,6,4,2,3,2,1,3,0,7,2,2,2,3,2,0,3,5,3,2,5,2,6,4,2,1,2,3,6,2,1,2,2,1,3,4,1,0,3,3,5,2,5,5,4,5,5,2,7,1,0,1,7,5,1,3,2,2,6,6,4,2,2,0,2,3,1,0,0,0,1,0,0,3,0,1,1,2,2,1,1,0,1,1,2,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,3,2,0,2,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,2,0,3,1,1,0,0,0,2,1,0,1,0,1,0,0,4,1,1,0,0,1,2,0,2,2,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,2,2,0,1,0,2,0,1,3,0,0,0,2,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1,3,1,0,0,1,2,2,0,1,0,2,1,2,0,0,2,2,1,2,1,1,1,2,0,2,0,0,1,1,2,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,1,1,3,0,1,0,0,0,2,0,1,0,2,0,0,1,0,1,0,2,0,1,3,2,0,2,1,1,2,1,0,96,96,0.0,96.0,0.0,45.83333333333333,45.83333333333333,0.0,45.83333333333333,0.0,1.9920524191070377,3.943606329169109,5.753246630014114,6.982337377155748,7.397882032582216,203.0,126.39887623585317,10417.0,17.106639596321426,0.3333333333333333,3.0116727831972265,727.2069856650168,729.0047807093104,61.73144647169431,76.12095734133743,126.39887623585317,177.19785638883448,10399.89336040368,531447.9702970297,101.07689904749704,50.538449523748525,3.5823004219951566,0.3160082009969827,0.1978569639881097
19,9,5,7,7,2,9,6,7,5,9,4,6,2,10,10,5,4,3,4,6,5,3,7,6,5,4,5,6,5,5,8,17,5,6,1,4,5,6,2,4,3,7,10,5,4,3,8,8,11,4,10,9,2,5,2,5,6,3,7,4,6,8,9,9,5,3,2,2,2,3,2,0,0,2,3,1,2,2,2,2,4,0,1,0,0,1,1,3,1,0,5,0,1,0,5,2,2,2,1,2,1,2,0,2,1,5,1,1,0,2,1,1,1,1,3,0,1,1,0,2,2,3,3,1,2,1,6,3,1,0,1,2,1,1,0,1,0,1,1,0,1,1,2,3,2,1,0,1,0,2,2,0,1,2,0,1,1,3,2,1,2,1,2,2,1,1,1,3,0,0,1,2,0,2,1,3,1,1,1,3,1,1,0,2,1,2,0,4,0,0,4,9,1,4,3,1,1,2,1,2,2,1,1,0,0,0,1,1,1,2,0,1,1,1,2,2,1,2,1,0,0,1,1,2,0,1,1,1,0,1,1,2,0,1,4,3,2,3,2,4,1,0,0,1,1,1,1,1,2,0,0,1,0,3,3,4,1,0,3,3,0,3,5,0,3,1,0,3,4,1,2,1,4,2,2,0,0,1,1,0,3,1,1,0,1,1,0,1,2,0,2,1,4,1,0,0,1,0,2,4,1,2,0,3,1,0,0,5,0,1,0,2,1,2,3,0,2,4,3,90,24,24.186773244895647,51.0,0.4742504557822676,50.0,29.166666666666668,7.673436359734367,39.13690476190476,0.19606651078865,1.9856184197904336,3.929870092193134,5.788438807402611,7.257818246401487,8.122228055879367,391.0,263.484045716221,38989.0,19.78624642498046,0.3333333333333334,4.18955471483713,1962.713937383642,1965.2286263552528,120.94066746213925,155.32279767917947,263.484045716221,393.0557626178372,38969.21375357502,3862123.553846154,237.73296493865772,118.86648246932889,5.019728740111617,0.1949075999130494,0.2789094382623205
8,5,4,1,2,2,4,3,4,4,2,1,2,3,1,2,6,1,1,1,1,3,1,5,5,4,4,2,1,2,1,3,3,1,4,1,4,4,5,1,0,1,1,3,2,3,0,1,5,4,2,2,2,0,2,1,2,1,0,0,1,3,2,5,2,2,3,1,0,1,2,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,2,0,0,2,1,1,2,0,1,0,0,2,2,0,0,3,0,1,1,1,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,3,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,1,0,2,1,1,1,1,0,1,2,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,3,0,0,1,1,0,0,0,0,2,1,1,1,1,1,1,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,4,1,0,0,1,1,0,2,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,2,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9802483052518025,3.8891010926052174,5.575413820832267,6.653803981599562,7.103512227840942,159.0,111.63626212728204,6495.0,13.24525033152527,0.3333333333333333,2.6521378004109057,508.5233524627949,510.13006532089815,49.4699816293011,61.87597761905969,111.63626212728204,168.7092992507554,6481.754749668475,260232.68354430376,106.83332163169572,53.41666081584786,3.198260078382358,0.2794192497355364,0.3034472129134146
7,1,6,5,2,0,2,0,2,2,2,4,6,3,2,4,5,0,0,0,1,1,2,2,0,1,1,1,0,1,1,1,4,0,5,3,1,1,1,0,4,2,1,2,3,1,0,3,3,2,3,3,2,0,2,0,5,0,2,2,2,2,1,6,4,0,1,2,1,0,0,0,2,1,2,1,1,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,2,0,2,0,2,1,1,2,1,0,1,0,1,0,0,1,1,0,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,2,0,1,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9174875041777115,3.774695160258745,5.397261669092448,6.433566918728975,6.890255921368264,135.00000000000003,85.25022699332177,5055.0,15.48026657375536,0.3333333333333332,2.4318728427882093,428.5417132555476,430.1377773024436,51.38836295944815,60.0256740745795,85.25022699332177,118.22110091851982,5039.519733426245,185018.50746268657,58.195426843940325,29.097713421970163,3.174383061152204,0.3482725587813071,0.2303122225007048
1,0,0,0,1,1,1,0,0,5,2,0,0,0,1,0,0,3,0,0,1,1,1,1,3,3,3,1,1,2,2,1,1,0,0,2,1,1,5,3,1,2,0,2,1,0,2,2,0,1,2,2,0,2,4,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,2,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.931517470155708,3.7910585883724175,5.147226484112367,5.928981912897016,6.189824558880028,77.0,46.85200974223673,1619.0,3.958270760518221,0.3333333333333333,1.8353222898139256,181.23465452280368,182.42309122072876,22.137910021691592,32.45482677703037,46.85200974223673,81.72281178916855,1615.0417292394818,33278.18421052631,49.267985012138176,24.633992506069088,2.3536968119844635,0.4990434694260405,0.2311874587586518
1,0,1,0,2,1,0,1,0,5,1,0,0,0,2,0,1,3,0,0,1,1,1,1,2,3,3,1,1,2,2,1,1,0,0,2,2,1,4,2,1,2,0,2,1,0,1,2,0,1,2,2,0,2,4,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,2,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,2,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95451826047914,3.847705191571837,5.23729165080788,5.966210122385712,6.189824558880028,76.99999999999999,42.3985779128783,1575.0,6.425729602782426,0.3333333333333334,1.832883794420068,176.77669529663686,177.93589916182265,23.182797515047287,26.35391196278449,42.3985779128783,81.76308460862533,1568.5742703972176,31661.18421052632,55.40917264584084,27.70458632292042,2.2958012376186607,0.5872056047160416,0.2385967998090813
0,0,1,2,1,2,0,0,1,1,0,0,2,0,2,1,0,1,2,0,2,0,1,0,0,1,3,1,1,1,0,3,1,1,0,1,2,0,1,1,0,1,0,1,0,1,2,2,0,2,1,0,1,1,0,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.968272722956744,3.768593750773833,5.048243018531967,5.464445859151386,5.668442255595672,64.99999999999997,45.35150925883111,1105.0,3.926412740295793,0.3333333333333335,1.6557734688635506,132.87588193498473,133.90995108654172,21.196159619080344,27.89880532028402,45.35150925883111,68.98862772639119,1101.0735872597045,17931.875,41.08982240610717,20.544911203053584,2.0442443374613046,0.4436130271733452,0.2946645768109056
1,0,0,1,1,2,1,0,0,5,2,0,0,0,0,0,0,2,1,0,1,1,3,2,3,2,3,1,1,2,2,0,1,0,0,2,2,0,4,2,1,4,0,1,1,1,3,1,0,0,2,2,0,2,3,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,3,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.922380435659773,3.725619445792874,5.138837277671159,5.901954885869989,6.162427298606055,77.00000000000001,44.63721250076044,1639.0,7.861256886492608,0.3333333333333333,1.815765110977776,183.6355085488643,184.83968872056616,22.84531117345556,28.27586343885856,44.63721250076044,69.19319759062661,1631.1387431135074,34165.71052631579,40.91733415176805,20.458667075884023,2.3848767344008346,0.5287014655549805,0.2061596004200715
1,0,0,0,1,1,1,0,0,6,2,0,0,0,1,0,0,2,0,1,2,2,1,1,2,2,3,0,1,2,2,1,1,0,0,2,1,1,5,2,1,2,0,2,1,1,3,1,1,1,1,3,0,0,3,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,18,0.0,18.0,0.0,55.55555555555556,55.55555555555556,0.0,55.55555555555556,0.0,1.9527097047150357,3.788623283734034,5.180429484054673,5.9830359669510695,6.162427298606055,77.00000000000001,43.7504118532402,1577.0,5.865942411776096,0.3333333333333333,1.8421117655086552,178.03370467414308,179.20115131209104,15.230661319558994,23.69728112485497,43.7504118532402,77.61819151694979,1571.134057588224,32113.052631578947,53.920910392094825,26.960455196047413,2.3121260347291304,0.5602802268416008,0.2285376460564121
2,0,0,0,1,1,1,0,0,6,1,0,0,1,1,0,0,1,0,2,2,1,2,1,2,4,3,0,1,2,2,1,1,1,0,2,1,1,5,2,1,1,0,2,1,1,2,0,0,1,2,2,2,2,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.943938547466426,3.782512843645742,5.127096150721341,5.901954885869989,6.162427298606055,77.00000000000001,44.79093392883554,1597.0,8.745755372372141,0.3333333333333333,1.83450135865167,179.34324631833783,180.5192802066189,21.184494431349837,25.5463343964663,44.79093392883554,79.10273754585688,1588.254244627628,32587.21052631579,53.55640314939058,26.77820157469529,2.329133069069322,0.5387835906682441,0.2773545557206169
1,0,0,0,1,1,0,0,1,6,1,0,0,0,1,1,0,1,0,1,1,1,1,1,2,2,4,0,1,2,2,1,1,0,0,3,1,1,5,2,1,2,0,2,1,0,4,1,0,1,2,3,1,1,3,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95320333528816,3.784546035916524,5.2034001715323495,5.935485357162555,6.155399311574901,77.99999999999997,46.03094141606423,1618.0,10.035966832367494,0.3333333333333335,1.833452105250479,180.46052199858008,181.6285634610786,21.7820287322726,28.990842373445272,46.03094141606423,74.663114180201,1607.9640331676326,32988.93506493507,45.67227180675573,22.836135903377865,2.3135964358792327,0.531457931572213,0.1824299517250298
