Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,label
Brunswick,1,u,424000.0,5.2,1.0,1.0,,334.0,Northern Metropolitan
Glen Iris,3,t,1220000.0,9.2,3.0,2.0,2.0,278.0,Southern Metropolitan
Wollert,3,h,525300.0,25.5,3.0,2.0,2.0,400.0,Northern Metropolitan
Albert Park,2,t,1500000.0,3.3,2.0,1.0,1.0,115.0,Southern Metropolitan
Malvern,2,u,575000.0,5.9,2.0,1.0,1.0,0.0,Southern Metropolitan
Sunshine West,3,h,660000.0,13.5,3.0,1.0,4.0,700.0,Western Metropolitan
North Melbourne,2,u,470000.0,2.3,2.0,1.0,1.0,0.0,Northern Metropolitan
Maribyrnong,3,h,940000.0,8.7,3.0,1.0,1.0,695.0,Western Metropolitan
Avondale Heights,4,h,1200000.0,10.5,4.0,5.0,4.0,673.0,Western Metropolitan
Albion,3,u,560000.0,13.9,3.0,2.0,7.0,420.0,Western Metropolitan
Doncaster,4,t,973500.0,13.9,4.0,2.0,2.0,234.0,Eastern Metropolitan
Coburg,3,h,1278000.0,7.8,3.0,2.0,3.0,405.0,Northern Metropolitan
Coburg North,3,h,970000.0,9.2,3.0,1.0,2.0,575.0,Northern Metropolitan
Williamstown North,3,t,670000.0,8.9,3.0,2.0,2.0,146.0,Western Metropolitan
Brunswick East,2,h,1023000.0,4.0,2.0,1.0,,154.0,Northern Metropolitan
St Kilda,1,u,430000.0,6.1,1.0,1.0,1.0,1409.0,Southern Metropolitan
Prahran,2,h,1303000.0,4.5,2.0,1.0,0.0,288.0,Southern Metropolitan
Burwood,4,h,1255000.0,11.7,4.0,2.0,2.0,438.0,Southern Metropolitan
Southbank,2,u,600000.0,1.2,2.0,2.0,1.0,0.0,Southern Metropolitan
Kings Park,3,h,530000.0,14.0,3.0,1.0,1.0,532.0,Western Metropolitan
Brighton,3,h,2140000.0,11.2,3.0,2.0,2.0,393.0,Southern Metropolitan
Heidelberg Heights,4,h,1370000.0,10.5,4.0,2.0,4.0,481.0,Eastern Metropolitan
Maribyrnong,4,h,1500000.0,4.3,4.0,2.0,2.0,650.0,Western Metropolitan
South Yarra,2,u,850000.0,3.3,2.0,2.0,2.0,0.0,Southern Metropolitan
Hawthorn East,2,h,1335000.0,7.5,2.0,1.0,0.0,229.0,Southern Metropolitan
Rosanna,3,h,620000.0,11.4,3.0,1.0,0.0,454.0,Eastern Metropolitan
Thornbury,1,u,328000.0,7.0,1.0,1.0,1.0,1047.0,Northern Metropolitan
Mount Evelyn,3,h,620000.0,31.6,3.0,1.0,4.0,2385.0,Eastern Victoria
Port Melbourne,3,h,2400000.0,3.8,3.0,2.0,2.0,368.0,Southern Metropolitan
Bayswater North,3,u,500000.0,23.2,3.0,1.0,2.0,263.0,Eastern Metropolitan
St Kilda,5,h,5046000.0,6.1,5.0,3.0,3.0,1294.0,Southern Metropolitan
Richmond,2,u,450000.0,2.6,2.0,1.0,1.0,0.0,Northern Metropolitan
Brunswick East,3,h,1325000.0,4.5,3.0,2.0,2.0,190.0,Northern Metropolitan
Ivanhoe,3,h,950000.0,7.9,3.0,3.0,2.0,290.0,Eastern Metropolitan
Toorak,1,u,546000.0,4.6,1.0,1.0,1.0,1677.0,Southern Metropolitan
Fitzroy North,3,h,1600000.0,3.6,3.0,2.0,0.0,251.0,Northern Metropolitan
Kew,3,t,752000.0,5.6,3.0,2.0,2.0,0.0,Southern Metropolitan
Glenroy,5,h,1150000.0,13.0,5.0,3.0,2.0,700.0,Northern Metropolitan
Canterbury,4,h,2950000.0,9.0,4.0,2.0,3.0,812.0,Southern Metropolitan
Heidelberg Heights,3,t,620000.0,10.5,3.0,2.0,2.0,215.0,Eastern Metropolitan
Carlton,4,h,1616000.0,1.8,4.0,1.0,0.0,152.0,Northern Metropolitan
Maidstone,4,h,1060000.0,9.2,4.0,2.0,2.0,660.0,Western Metropolitan
Brighton,4,h,2405000.0,11.2,4.0,1.0,2.0,695.0,Southern Metropolitan
Elsternwick,2,u,577000.0,8.5,2.0,1.0,0.0,0.0,Southern Metropolitan
Heidelberg Heights,3,h,743000.0,10.5,3.0,1.0,0.0,673.0,Eastern Metropolitan
Essendon,2,u,660000.0,8.0,2.0,1.0,1.0,263.0,Western Metropolitan
Watsonia,3,h,830000.0,14.5,3.0,1.0,1.0,598.0,Northern Metropolitan
Diamond Creek,4,h,950000.0,21.8,4.0,2.0,2.0,879.0,Northern Victoria
Ringwood North,3,h,750000.0,19.9,3.0,1.0,1.0,446.0,Eastern Metropolitan
Maidstone,2,t,650000.0,6.4,2.0,2.0,1.0,279.0,Western Metropolitan
Keilor East,4,h,735000.0,12.8,4.0,2.0,2.0,547.0,Western Metropolitan
Melton South,4,h,347500.0,29.8,4.0,2.0,1.0,587.0,Western Victoria
Sunshine,3,h,625000.0,12.6,3.0,1.0,1.0,203.0,Western Metropolitan
Camberwell,3,t,1320000.0,7.7,3.0,2.0,2.0,227.0,Southern Metropolitan
Brighton,3,h,1240000.0,10.5,3.0,2.0,2.0,206.0,Southern Metropolitan
Watsonia North,3,h,655000.0,14.5,3.0,2.0,1.0,253.0,Northern Metropolitan
Fawkner,3,h,605000.0,12.4,3.0,1.0,2.0,531.0,Northern Metropolitan
Fawkner,2,t,515000.0,13.1,2.0,1.0,2.0,177.0,Northern Metropolitan
Maidstone,3,h,746000.0,9.2,3.0,1.0,1.0,314.0,Western Metropolitan
Pascoe Vale,4,h,770000.0,9.9,4.0,1.0,2.0,596.0,Northern Metropolitan
St Kilda,2,u,757500.0,6.1,2.0,1.0,1.0,0.0,Southern Metropolitan
Preston,2,h,790000.0,8.8,2.0,1.0,1.0,266.0,Northern Metropolitan
Thornbury,3,h,898000.0,6.5,3.0,2.0,2.0,210.0,Northern Metropolitan
Viewbank,4,h,1010000.0,13.8,4.0,3.0,2.0,669.0,Eastern Metropolitan
Ivanhoe,2,t,610000.0,7.9,2.0,1.0,1.0,277.0,Eastern Metropolitan
Brunswick,3,h,1700000.0,5.2,3.0,2.0,1.0,0.0,Northern Metropolitan
West Melbourne,3,h,1370000.0,3.1,3.0,1.0,0.0,121.0,Northern Metropolitan
Windsor,2,u,1200000.0,5.1,2.0,2.0,1.0,0.0,Southern Metropolitan
Elwood,2,u,670000.0,7.7,2.0,2.0,1.0,0.0,Southern Metropolitan
Maidstone,3,t,728000.0,9.2,3.0,2.0,2.0,218.0,Western Metropolitan
St Kilda,1,u,468000.0,5.0,1.0,1.0,1.0,0.0,Southern Metropolitan
Niddrie,4,h,950000.0,10.4,4.0,1.0,2.0,558.0,Western Metropolitan
Bundoora,3,h,780000.0,12.1,3.0,1.0,1.0,546.0,Northern Metropolitan
Glen Iris,2,u,501000.0,7.3,2.0,1.0,1.0,2015.0,Southern Metropolitan
Keilor Downs,3,h,735000.0,15.5,3.0,2.0,2.0,749.0,Western Metropolitan
Port Melbourne,2,u,670000.0,3.8,2.0,1.0,1.0,0.0,Southern Metropolitan
Ivanhoe,4,h,1410000.0,7.9,4.0,2.0,1.0,449.0,Eastern Metropolitan
West Footscray,4,h,990000.0,6.4,4.0,2.0,2.0,501.0,Western Metropolitan
Newport,4,h,1316000.0,8.4,4.0,2.0,3.0,539.0,Western Metropolitan
Prahran,3,u,685000.0,4.5,2.0,2.0,1.0,0.0,Southern Metropolitan
South Melbourne,2,u,575000.0,2.1,2.0,2.0,1.0,0.0,Southern Metropolitan
Hawthorn East,3,h,1450000.0,7.5,3.0,2.0,2.0,466.0,Southern Metropolitan
Heidelberg Heights,3,h,810000.0,8.8,3.0,1.0,3.0,619.0,Eastern Metropolitan
Eltham,4,h,1060000.0,18.0,4.0,2.0,2.0,842.0,Eastern Metropolitan
Moorabbin,3,h,1401500.0,14.3,3.0,2.0,4.0,867.0,Southern Metropolitan
Hawthorn,2,u,495000.0,4.6,2.0,1.0,1.0,0.0,Southern Metropolitan
Glen Iris,2,h,920000.0,9.2,2.0,1.0,2.0,334.0,Southern Metropolitan
Avondale Heights,3,u,765000.0,10.5,3.0,2.0,1.0,292.0,Western Metropolitan
Docklands,2,u,800000.0,1.9,2.0,2.0,2.0,0.0,Southern Metropolitan
Viewbank,4,h,920250.0,13.8,4.0,2.0,2.0,558.0,Eastern Metropolitan
Hampton,4,h,2400000.0,13.7,4.0,2.0,2.0,663.0,Southern Metropolitan
Moonee Ponds,6,h,2150000.0,6.9,6.0,3.0,2.0,912.0,Western Metropolitan
Preston,3,h,1270000.0,8.4,3.0,2.0,2.0,585.0,Northern Metropolitan
Fitzroy North,3,h,1275000.0,3.5,3.0,2.0,1.0,104.0,Northern Metropolitan
Brunswick East,3,h,998000.0,4.5,3.0,1.0,2.0,104.0,Northern Metropolitan
Carnegie,3,t,675000.0,11.4,3.0,2.0,1.0,0.0,Southern Metropolitan
Hallam,3,h,680000.0,32.3,3.0,1.0,2.0,795.0,South-Eastern Metropolitan
Hawthorn,2,h,1155000.0,4.6,2.0,1.0,2.0,235.0,Southern Metropolitan
Burwood East,3,h,680000.0,14.7,3.0,1.0,1.0,189.0,Eastern Metropolitan
Hawthorn,2,u,630000.0,5.3,2.0,2.0,2.0,0.0,Southern Metropolitan
Hawthorn,1,u,317500.0,4.6,1.0,1.0,0.0,0.0,Southern Metropolitan
Footscray,3,u,665000.0,6.4,3.0,2.0,1.0,0.0,Western Metropolitan
Hallam,3,h,662500.0,32.3,3.0,2.0,2.0,649.0,South-Eastern Metropolitan
Spotswood,4,h,1300000.0,6.2,4.0,2.0,2.0,730.0,Western Metropolitan
Carnegie,3,h,1252000.0,11.4,3.0,1.0,1.0,376.0,Southern Metropolitan
Ivanhoe,3,t,750000.0,7.9,3.0,1.0,1.0,110.0,Eastern Metropolitan
Oakleigh,2,h,1010000.0,14.0,2.0,1.0,2.0,553.0,Southern Metropolitan
Strathmore,3,h,1150000.0,9.7,3.0,2.0,3.0,696.0,Western Metropolitan
Northcote,3,h,975000.0,5.5,3.0,1.0,2.0,274.0,Northern Metropolitan
Kingsbury,3,h,740000.0,12.1,3.0,1.0,2.0,633.0,Northern Metropolitan
West Melbourne,2,u,670000.0,3.1,2.0,1.0,1.0,17.0,Northern Metropolitan
Southbank,3,u,868000.0,1.2,3.0,2.0,1.0,0.0,Southern Metropolitan
Preston,4,h,1004000.0,8.8,3.0,0.0,0.0,650.0,Northern Metropolitan
Mulgrave,4,h,2000000.0,18.8,4.0,4.0,2.0,905.0,South-Eastern Metropolitan
Chelsea,2,u,639000.0,27.0,2.0,1.0,2.0,278.0,South-Eastern Metropolitan
Sunshine West,4,h,580000.0,10.5,4.0,2.0,4.0,270.0,Western Metropolitan
Thornbury,2,u,605000.0,6.5,2.0,1.0,1.0,133.0,Northern Metropolitan
Newport,3,t,747000.0,8.4,3.0,2.0,2.0,753.0,Western Metropolitan
Armadale,3,h,1300000.0,6.3,2.0,1.0,2.0,212.0,Southern Metropolitan
Brighton East,4,t,1100000.0,10.7,4.0,3.0,2.0,302.0,Southern Metropolitan
Epping,2,h,417500.0,19.6,2.0,1.0,1.0,157.0,Northern Metropolitan
Heidelberg Heights,3,h,885000.0,8.8,3.0,1.0,1.0,592.0,Eastern Metropolitan
Glen Waverley,2,u,1100000.0,16.7,2.0,1.0,1.0,258.0,Eastern Metropolitan
Williamstown North,3,h,1575000.0,8.9,3.0,1.0,1.0,860.0,Western Metropolitan
Toorak,2,u,380000.0,4.6,2.0,1.0,1.0,0.0,Southern Metropolitan
Essendon,4,h,1720000.0,8.0,4.0,2.0,2.0,639.0,Western Metropolitan
Bentleigh East,4,h,1365000.0,13.9,4.0,1.0,1.0,582.0,Southern Metropolitan
Glenroy,2,h,530000.0,13.0,2.0,1.0,2.0,643.0,Northern Metropolitan
Essendon,4,h,1160000.0,8.0,4.0,3.0,2.0,256.0,Western Metropolitan
Windsor,3,h,1400000.0,4.6,3.0,1.0,0.0,364.0,Southern Metropolitan
Albion,2,h,670000.0,13.9,2.0,1.0,2.0,697.0,Western Metropolitan
Altona,2,h,1030000.0,11.0,2.0,1.0,1.0,743.0,Western Metropolitan
Oakleigh East,6,h,1900000.0,12.3,6.0,4.0,3.0,1063.0,Southern Metropolitan
Brighton,3,h,2225000.0,11.2,3.0,2.0,2.0,0.0,Southern Metropolitan
Williamstown,4,h,1400000.0,8.0,4.0,2.0,4.0,457.0,Western Metropolitan
Elsternwick,3,t,1200000.0,7.2,3.0,1.0,2.0,1405.0,Southern Metropolitan
Coburg,2,h,645000.0,7.8,2.0,1.0,1.0,702.0,Northern Metropolitan
Brunswick East,3,t,959000.0,4.0,3.0,2.0,1.0,138.0,Northern Metropolitan
South Yarra,1,u,410000.0,3.3,1.0,1.0,0.0,0.0,Southern Metropolitan
Brunswick,2,u,590000.0,5.2,2.0,1.0,1.0,0.0,Northern Metropolitan
Malvern East,2,u,447000.0,11.2,2.0,1.0,1.0,0.0,Southern Metropolitan
Kew,3,h,1420000.0,5.6,3.0,2.0,2.0,275.0,Southern Metropolitan
Richmond,3,h,1365000.0,2.6,3.0,1.0,1.0,301.0,Northern Metropolitan
Preston,3,h,1070000.0,8.8,3.0,1.0,2.0,585.0,Northern Metropolitan
Doncaster,3,h,1310000.0,13.9,3.0,1.0,2.0,1157.0,Eastern Metropolitan
Brunswick,2,u,510000.0,5.2,2.0,1.0,0.0,0.0,Northern Metropolitan
Pascoe Vale,2,h,478000.0,8.5,2.0,1.0,1.0,0.0,Northern Metropolitan
Altona,5,h,1525000.0,13.8,5.0,3.0,3.0,729.0,Western Metropolitan
Ascot Vale,3,h,1435000.0,5.9,3.0,1.0,1.0,450.0,Western Metropolitan
Bentleigh East,3,h,1215000.0,13.9,3.0,2.0,3.0,730.0,Southern Metropolitan
Glen Iris,5,h,1950000.0,9.2,5.0,2.0,2.0,794.0,Southern Metropolitan
Preston,2,u,560000.0,8.8,2.0,1.0,2.0,196.0,Northern Metropolitan
Mount Waverley,3,h,1615000.0,14.2,3.0,1.0,2.0,1321.0,Eastern Metropolitan
Essendon,3,t,864000.0,7.5,3.0,1.0,2.0,177.0,Western Metropolitan
Parkville,3,t,850000.0,1.8,3.0,1.0,1.0,2429.0,Northern Metropolitan
Reservoir,1,u,325000.0,12.0,1.0,1.0,1.0,60.0,Northern Metropolitan
Croydon,2,h,1150000.0,23.0,2.0,1.0,2.0,1800.0,Eastern Metropolitan
Cremorne,2,h,1000000.0,2.5,2.0,1.0,0.0,146.0,Northern Metropolitan
Fawkner,3,h,698000.0,12.4,3.0,1.0,1.0,602.0,Northern Metropolitan
Braybrook,3,t,560000.0,8.6,3.0,1.0,1.0,158.0,Western Metropolitan
Oakleigh South,3,h,1235000.0,14.7,3.0,1.0,4.0,743.0,South-Eastern Metropolitan
Lalor,3,h,520000.0,16.3,3.0,1.0,1.0,540.0,Northern Metropolitan
Ormond,5,h,2110000.0,11.4,5.0,3.0,4.0,664.0,Southern Metropolitan
Flemington,3,h,1205000.0,4.4,3.0,2.0,2.0,0.0,Northern Metropolitan
Chelsea,3,h,750000.0,27.0,3.0,1.0,2.0,463.0,South-Eastern Metropolitan
Essendon,3,h,1226000.0,8.0,3.0,1.0,3.0,533.0,Western Metropolitan
Altona North,2,t,640000.0,11.1,2.0,1.0,1.0,252.0,Western Metropolitan
Bentleigh East,3,t,882000.0,13.9,3.0,2.0,2.0,208.0,Southern Metropolitan
Keilor East,3,h,825000.0,11.7,3.0,1.0,0.0,534.0,Western Metropolitan
Heidelberg West,2,h,735000.0,8.8,2.0,1.0,4.0,600.0,Eastern Metropolitan
Reservoir,2,h,840000.0,11.2,2.0,1.0,1.0,714.0,Northern Metropolitan
Newport,4,h,2337000.0,8.4,4.0,2.0,3.0,580.0,Western Metropolitan
Heidelberg Heights,2,h,584000.0,10.5,2.0,1.0,1.0,428.0,Eastern Metropolitan
Brunswick East,2,h,1283000.0,4.5,2.0,1.0,1.0,263.0,Northern Metropolitan
Collingwood,2,u,683000.0,1.6,2.0,1.0,1.0,0.0,Northern Metropolitan
Brighton East,3,h,1750800.0,10.3,3.0,4.0,2.0,424.0,Southern Metropolitan
Albert Park,2,h,1190000.0,3.3,2.0,1.0,0.0,111.0,Southern Metropolitan
Kensington,3,h,1250000.0,3.4,3.0,1.0,2.0,340.0,Northern Metropolitan
Reservoir,2,u,406000.0,11.2,2.0,1.0,1.0,0.0,Northern Metropolitan
Bentleigh East,3,u,870000.0,13.9,3.0,2.0,2.0,365.0,Southern Metropolitan
Kew,2,u,643000.0,5.6,2.0,1.0,1.0,0.0,Southern Metropolitan
St Kilda,2,u,520000.0,6.1,2.0,1.0,1.0,1034.0,Southern Metropolitan
Brunswick,3,t,641000.0,5.2,3.0,2.0,1.0,0.0,Northern Metropolitan
Kew,2,u,591000.0,5.4,2.0,1.0,2.0,0.0,Southern Metropolitan
Braybrook,3,h,925000.0,10.8,3.0,1.0,2.0,597.0,Western Metropolitan
St Kilda,1,u,354000.0,6.1,1.0,1.0,1.0,1659.0,Southern Metropolitan
Malvern East,3,h,1230000.0,11.2,3.0,2.0,2.0,822.0,Southern Metropolitan
Keilor Park,3,u,616000.0,14.5,3.0,1.0,2.0,431.0,Western Metropolitan
Glen Huntly,2,t,710000.0,10.4,2.0,1.0,1.0,0.0,Southern Metropolitan
Kingsville,2,h,677500.0,7.8,2.0,1.0,1.0,224.0,Western Metropolitan
Carlton,2,u,585000.0,1.8,2.0,1.0,1.0,0.0,Northern Metropolitan
Northcote,2,h,995000.0,5.5,2.0,1.0,2.0,228.0,Northern Metropolitan
Ormond,3,u,900000.0,11.8,3.0,1.0,1.0,265.0,Southern Metropolitan
Frankston,3,h,545000.0,38.0,3.0,2.0,2.0,571.0,South-Eastern Metropolitan
Bentleigh East,3,h,930000.0,13.9,3.0,1.0,2.0,588.0,Southern Metropolitan
Carnegie,2,t,817500.0,10.1,2.0,1.0,1.0,292.0,Southern Metropolitan
Brighton East,3,h,1800000.0,10.7,3.0,1.0,1.0,703.0,Southern Metropolitan
Sunbury,3,h,436000.0,31.7,3.0,2.0,2.0,350.0,Western Metropolitan
Sunshine North,3,h,520000.0,13.3,3.0,1.0,1.0,535.0,Western Metropolitan
Ashburton,5,h,2752000.0,11.0,6.0,4.0,2.0,1075.0,Southern Metropolitan
Altona North,4,h,693000.0,11.1,4.0,2.0,4.0,315.0,Western Metropolitan
Lalor,3,h,741000.0,16.3,3.0,1.0,1.0,672.0,Northern Metropolitan
Brighton East,4,h,1815000.0,10.7,4.0,2.0,2.0,732.0,Southern Metropolitan
Moonee Ponds,3,h,840000.0,6.9,3.0,1.0,0.0,307.0,Western Metropolitan
Hawthorn East,3,t,1220000.0,7.5,3.0,2.0,2.0,166.0,Southern Metropolitan
Kew,5,h,3160000.0,5.6,5.0,5.0,2.0,811.0,Southern Metropolitan
Coburg North,3,h,780000.0,9.2,3.0,1.0,2.0,307.0,Northern Metropolitan
Hawthorn,1,u,310000.0,4.6,1.0,1.0,1.0,0.0,Southern Metropolitan
Cremorne,2,h,831000.0,2.5,2.0,1.0,0.0,128.0,Northern Metropolitan
South Kingsville,2,t,650000.0,9.1,2.0,2.0,1.0,151.0,Western Metropolitan
Spotswood,3,h,835000.0,7.7,2.0,1.0,3.0,459.0,Western Metropolitan
Richmond,2,u,540000.0,2.6,2.0,2.0,1.0,656.0,Northern Metropolitan
Footscray,2,h,858000.0,6.4,2.0,1.0,1.0,313.0,Western Metropolitan
Kew,7,h,4050000.0,5.4,7.0,4.0,2.0,725.0,Southern Metropolitan
Albert Park,3,h,1800000.0,3.3,3.0,2.0,1.0,132.0,Southern Metropolitan
Hawthorn East,5,h,2775000.0,7.5,5.0,3.0,2.0,864.0,Southern Metropolitan
Pascoe Vale,3,u,533000.0,9.9,3.0,2.0,2.0,197.0,Northern Metropolitan
Ascot Vale,3,h,1435000.0,5.9,3.0,2.0,2.0,532.0,Western Metropolitan
Balwyn North,3,t,1557000.0,9.7,3.0,2.0,2.0,292.0,Southern Metropolitan
Elwood,2,u,510000.0,7.7,2.0,1.0,1.0,0.0,Southern Metropolitan
Mernda,3,h,517000.0,25.9,3.0,2.0,4.0,400.0,Northern Metropolitan
Rosanna,3,h,1000000.0,11.4,3.0,1.0,1.0,826.0,Eastern Metropolitan
Brighton,3,u,1392000.0,11.2,3.0,2.0,1.0,188.0,Southern Metropolitan
Balwyn North,4,h,3230000.0,9.2,4.0,4.0,3.0,1135.0,Southern Metropolitan
Camberwell,3,h,1602500.0,7.8,3.0,1.0,1.0,405.0,Southern Metropolitan
Preston,3,u,715000.0,8.8,3.0,1.0,1.0,210.0,Northern Metropolitan
Kensington,4,h,1365000.0,4.2,4.0,2.0,1.0,242.0,Northern Metropolitan
Essendon West,3,h,750000.0,7.5,3.0,1.0,1.0,236.0,Western Metropolitan
Kew,3,h,1875000.0,5.6,3.0,2.0,2.0,426.0,Southern Metropolitan
Aberfeldie,1,u,310000.0,7.5,1.0,1.0,1.0,1715.0,Western Metropolitan
Mount Waverley,3,t,900000.0,14.2,3.0,2.0,2.0,344.0,Eastern Metropolitan
Footscray,3,h,980000.0,6.4,3.0,2.0,2.0,196.0,Western Metropolitan
Bulleen,5,h,1336000.0,11.8,5.0,3.0,3.0,736.0,Eastern Metropolitan
Hawthorn East,1,u,371000.0,7.5,1.0,1.0,0.0,917.0,Southern Metropolitan
West Footscray,2,h,912500.0,8.2,2.0,1.0,1.0,444.0,Western Metropolitan
St Albans,3,h,610000.0,14.0,3.0,1.0,1.0,582.0,Western Metropolitan
Ivanhoe,2,t,880000.0,7.8,2.0,1.0,2.0,229.0,Eastern Metropolitan
South Yarra,2,u,803000.0,3.3,2.0,1.0,1.0,0.0,Southern Metropolitan
Oakleigh,4,h,1600000.0,14.0,4.0,3.0,4.0,691.0,Southern Metropolitan
Brunswick,5,h,2545000.0,5.2,5.0,3.0,4.0,957.0,Northern Metropolitan
Donvale,2,t,630000.0,16.1,2.0,1.0,1.0,196.0,Eastern Metropolitan
Keilor,3,h,775000.0,14.5,3.0,2.0,2.0,547.0,Western Metropolitan
South Yarra,2,u,625000.0,3.3,2.0,1.0,1.0,1283.0,Southern Metropolitan
Southbank,2,u,660000.0,1.2,2.0,1.0,1.0,0.0,Southern Metropolitan
Roxburgh Park,3,h,426000.0,20.6,3.0,2.0,2.0,245.0,Northern Metropolitan
Wollert,4,h,525000.0,25.5,4.0,2.0,2.0,415.0,Northern Metropolitan
South Yarra,1,u,465000.0,3.3,1.0,1.0,1.0,0.0,Southern Metropolitan
Ascot Vale,3,t,855000.0,4.3,3.0,1.0,2.0,159.0,Western Metropolitan
Keilor East,3,h,650000.0,12.8,3.0,2.0,2.0,3977.0,Western Metropolitan
Fitzroy North,2,h,1222500.0,3.5,2.0,1.0,2.0,487.0,Northern Metropolitan
Kew,4,h,2350000.0,5.6,4.0,2.0,2.0,861.0,Southern Metropolitan
Reservoir,3,h,610000.0,11.2,3.0,1.0,2.0,435.0,Northern Metropolitan
Ashburton,3,t,900000.0,11.0,3.0,2.0,2.0,153.0,Southern Metropolitan
Glenroy,3,h,780000.0,11.2,3.0,1.0,2.0,697.0,Northern Metropolitan
Airport West,3,h,805000.0,13.5,3.0,1.0,1.0,0.0,Western Metropolitan
Bentleigh East,3,h,920000.0,13.9,3.0,2.0,2.0,578.0,Southern Metropolitan
Elwood,3,h,1625000.0,7.7,3.0,2.0,1.0,246.0,Southern Metropolitan
Glen Iris,3,h,1300000.0,7.3,3.0,2.0,2.0,400.0,Southern Metropolitan
Bentleigh,3,h,1116000.0,11.4,3.0,1.0,2.0,278.0,Southern Metropolitan
Rosanna,4,h,1720000.0,11.4,4.0,4.0,2.0,1215.0,Eastern Metropolitan
Williamstown,3,h,1262000.0,8.0,3.0,2.0,2.0,204.0,Western Metropolitan
Fawkner,3,h,687000.0,12.4,3.0,1.0,0.0,684.0,Northern Metropolitan
Montmorency,4,h,1050000.0,16.2,4.0,2.0,1.0,973.0,Eastern Metropolitan
Kew,3,h,1350000.0,5.4,3.0,2.0,1.0,275.0,Southern Metropolitan
Coburg,4,h,1131000.0,7.8,4.0,2.0,2.0,494.0,Northern Metropolitan
Strathmore,4,h,1220000.0,8.2,4.0,1.0,2.0,750.0,Western Metropolitan
Prahran,2,h,780000.0,4.6,2.0,1.0,0.0,117.0,Southern Metropolitan
Reservoir,2,u,340000.0,11.2,2.0,1.0,1.0,151.0,Northern Metropolitan
Caulfield East,3,h,1650000.0,9.3,20.0,1.0,2.0,875.0,Southern Metropolitan
Hawthorn,2,u,805000.0,4.6,2.0,1.0,1.0,0.0,Southern Metropolitan
Toorak,2,u,1400000.0,4.6,2.0,2.0,2.0,2927.0,Southern Metropolitan
Thomastown,3,u,460000.0,15.3,3.0,1.0,1.0,340.0,Northern Metropolitan
Mount Waverley,3,h,850000.0,14.2,3.0,1.0,2.0,288.0,Eastern Metropolitan
Hawthorn,1,u,382000.0,4.6,1.0,1.0,1.0,0.0,Southern Metropolitan
Bentleigh East,5,h,1220000.0,13.8,5.0,2.0,2.0,611.0,Southern Metropolitan
Balwyn North,3,h,1670000.0,9.2,0.0,0.0,0.0,818.0,Southern Metropolitan
Richmond,1,u,306000.0,2.6,1.0,1.0,1.0,0.0,Northern Metropolitan
Fitzroy North,3,h,1600000.0,3.5,3.0,1.0,0.0,370.0,Northern Metropolitan
Spotswood,3,h,1040000.0,7.7,3.0,1.0,3.0,690.0,Western Metropolitan
Maribyrnong,3,t,865000.0,8.7,3.0,2.0,2.0,151.0,Western Metropolitan
Sunshine West,4,h,601000.0,13.5,4.0,1.0,4.0,520.0,Western Metropolitan
Yarraville,3,h,1425000.0,7.0,3.0,3.0,2.0,305.0,Western Metropolitan
Sunbury,5,h,675000.0,31.7,5.0,3.0,2.0,615.0,Western Metropolitan
Cairnlea,4,h,821000.0,14.8,4.0,2.0,2.0,638.0,Western Metropolitan
St Kilda,1,u,451000.0,6.1,1.0,1.0,1.0,0.0,Southern Metropolitan
Craigieburn,2,t,340000.0,20.6,2.0,1.0,1.0,197.0,Northern Metropolitan
Hawthorn,3,h,1985000.0,4.6,3.0,2.0,1.0,254.0,Southern Metropolitan
Canterbury,2,u,1016000.0,9.0,2.0,1.0,2.0,0.0,Southern Metropolitan
Bentleigh East,3,h,1110000.0,13.9,3.0,1.0,4.0,612.0,Southern Metropolitan
Altona,3,h,1280000.0,11.0,3.0,1.0,1.0,798.0,Western Metropolitan
Footscray,2,u,360000.0,6.4,2.0,1.0,1.0,0.0,Western Metropolitan
Ivanhoe,1,u,460000.0,7.9,1.0,1.0,0.0,75.0,Eastern Metropolitan
Eltham North,4,h,792000.0,18.0,4.0,2.0,2.0,836.0,Eastern Metropolitan
Reservoir,2,u,520000.0,11.2,2.0,1.0,1.0,135.0,Northern Metropolitan
Richmond,3,h,1590000.0,2.4,3.0,2.0,1.0,83.0,Northern Metropolitan
Glenroy,3,h,570000.0,13.0,3.0,2.0,2.0,585.0,Northern Metropolitan
Moonee Ponds,3,h,1425000.0,6.9,3.0,1.0,1.0,526.0,Western Metropolitan
Balwyn,2,u,754000.0,9.7,2.0,1.0,1.0,87.0,Southern Metropolitan
Footscray,3,h,876000.0,6.4,3.0,2.0,2.0,204.0,Western Metropolitan
Brighton,3,h,1175000.0,10.5,3.0,1.0,3.0,284.0,Southern Metropolitan
Moorabbin,3,h,1020000.0,14.6,3.0,1.0,3.0,771.0,Southern Metropolitan
Bundoora,4,h,1300000.0,12.1,4.0,2.0,2.0,637.0,Northern Metropolitan
Hawthorn,3,h,1551000.0,4.6,3.0,1.0,1.0,199.0,Southern Metropolitan
South Yarra,3,h,1305000.0,2.7,3.0,1.0,,174.0,Southern Metropolitan
Fitzroy North,2,h,1116000.0,3.5,3.0,1.0,0.0,152.0,Northern Metropolitan
St Kilda,3,h,1180000.0,5.0,3.0,2.0,1.0,128.0,Southern Metropolitan
