nameseq,fickett_score-ORF,fickett_score-full-sequence,label
pre_0_90534|0.66128017,0.5736,0.33863,toeholds
pre_434_90968|1.0,0.7877,0.38747,toeholds
pre_435_90969|0.27832976,0.8907,0.42476,toeholds
pre_436_90970|0.8043993220000001,0.7179,0.40303,toeholds
pre_437_90971|0.13139500099999998,0.9905,0.42302,toeholds
pre_438_90972|0.092100239,1.1516000000000002,0.40740000000000004,toeholds
pre_439_90973|0.666666667,0.9493,0.42733,toeholds
pre_440_90974|0.09018451300000001,1.0827,0.44266,toeholds
pre_441_90975|0.232048129,1.2087,0.4266,toeholds
pre_442_90976|0.849222255,0.8725999999999999,0.35832,toeholds
pre_443_90977|0.782831293,0.8609,0.41459999999999997,toeholds
pre_444_90978|0.243319855,0.8178000000000001,0.45792,toeholds
pre_445_90979|0.547307851,0.8563000000000001,0.39745,toeholds
pre_446_90980|0.388928049,0.7412,0.29668,toeholds
pre_447_90981|0.981567313,0.7441,0.36567,toeholds
pre_448_90982|1.0,1.2419,0.45403000000000004,toeholds
pre_449_90983|0.796555865,0.9397,0.42562,toeholds
pre_450_90984|1.0,0.8148000000000001,0.40222,toeholds
pre_451_90985|1.0,0.6509999999999999,0.35165,toeholds
pre_452_90986|0.050104662,0.7309,0.43148000000000003,toeholds
pre_453_90987|0.291330851,0.9328000000000001,0.43804,toeholds
pre_454_90988|0.344646016,1.1827,0.47748,toeholds
pre_455_90989|0.264923891,0.865,0.38544999999999996,toeholds
pre_456_90990|1.0,0.6333,0.36877,toeholds
pre_457_90991|0.579860057,1.0585,0.42397999999999997,toeholds
pre_458_90992|0.660780071,0.8558000000000001,0.41924,toeholds
pre_459_90993|0.640386279,1.0674000000000001,0.4199,toeholds
pre_460_90994|0.644513522,1.1335,0.41049,toeholds
pre_461_90995|0.887643605,0.8912,0.38769000000000003,toeholds
pre_462_90996|1.0,0.9132,0.38361,toeholds
pre_463_90997|0.230118367,0.8254,0.3847,toeholds
pre_464_90998|0.666666667,0.8999,0.4124,toeholds
pre_465_90999|0.874706036,1.0044,0.42489,toeholds
pre_466_91000|0.336745704,1.2169,0.43248,toeholds
pre_467_91001|0.179240625,0.9954000000000001,0.45635999999999993,toeholds
pre_468_91002|0.114960719,0.9716,0.38397,toeholds
pre_469_91003|0.136514387,0.4703,0.35287999999999997,toeholds
pre_470_91004|0.333333333,0.8207,0.45596000000000003,toeholds
pre_471_91005|0.55546411,0.8223,0.43217,toeholds
pre_472_91006|0.833440562,0.798,0.40308,toeholds
pre_473_91007|0.333333333,0.9828,0.4765400000000001,toeholds
pre_474_91008|0.666666667,1.0290000000000001,0.45745,toeholds
pre_475_91009|0.552841703,0.9547000000000001,0.43083999999999995,toeholds
pre_476_91010|0.840113783,0.9157000000000001,0.40465,toeholds
pre_477_91011|0.633581144,0.6184,0.36954,toeholds
pre_478_91012|0.662779748,1.0885,0.40587,toeholds
pre_479_91013|0.34338008799999997,1.1260000000000001,0.39635000000000004,toeholds
pre_480_91014|0.764299885,0.6984,0.37024999999999997,toeholds
pre_481_91015|0.022692652,1.0603,0.43864000000000003,toeholds
pre_482_91016|0.512541142,0.9866,0.44481,toeholds
pre_483_91017|1.0,0.8025,0.44792,toeholds
pre_484_91018|0.333333333,0.6692,0.35254,toeholds
pre_485_91019|0.82620017,1.127,0.44247,toeholds
pre_486_91020|0.527811102,0.7112999999999999,0.35987,toeholds
pre_487_91021|0.307228854,1.1484,0.44664,toeholds
pre_488_91022|0.16751053300000002,0.634,0.41257000000000005,toeholds
pre_489_91023|1.0,0.7221000000000001,0.36789,toeholds
pre_490_91024|0.9391044609999999,0.8112,0.43723,toeholds
pre_491_91025|0.61512549,0.7261,0.45425,toeholds
pre_492_91026|0.187999862,0.8309,0.34855,toeholds
pre_493_91027|1.0,0.8434,0.40408,toeholds
pre_494_91028|0.425786989,0.7747,0.40459,toeholds
pre_495_91029|0.406187399,1.086,0.46832,toeholds
pre_496_91030|0.406187399,1.086,0.46832,toeholds
pre_497_91031|1.0,1.0732,0.36419,toeholds
pre_498_91032|0.29303228600000003,1.2347000000000001,0.4093,toeholds
pre_499_91033|0.772612816,0.8244,0.36055,toeholds
pre_500_91034|1.0,0.8804000000000001,0.37920000000000004,toeholds
pre_501_91035|0.205313566,0.9392,0.48639,toeholds
pre_502_91036|1.0,0.8019,0.41241999999999995,toeholds
pre_503_91037|0.848997242,0.6629999999999999,0.39026000000000005,toeholds
pre_504_91038|0.666666667,0.7878,0.35768999999999995,toeholds
pre_505_91039|0.22752577300000001,1.0991,0.42146999999999996,toeholds
pre_506_91040|0.649601995,0.9331,0.40431,toeholds
pre_507_91041|0.16996714,0.7918999999999999,0.40407,toeholds
pre_508_91042|0.026995371,1.0966,0.44844,toeholds
pre_509_91043|0.225136738,1.1552,0.4356900000000001,toeholds
pre_510_91044|0.218429968,0.8888,0.39004,toeholds
pre_511_91045|0.767503178,0.9916,0.37934,toeholds
pre_512_91046|0.610384944,0.722,0.39533,toeholds
pre_513_91047|0.10309872,0.7776,0.39843,toeholds
pre_514_91048|0.499868639,0.4809999999999999,0.34168,toeholds
pre_515_91049|0.10204758300000001,0.8929,0.36928,toeholds
pre_516_91050|0.09359032800000001,0.4697,0.31882000000000005,toeholds
pre_517_91051|0.7799159370000001,1.1812,0.39583,toeholds
pre_518_91052|0.09729000300000001,1.0138,0.42030999999999996,toeholds
pre_519_91053|1.0,1.0531000000000001,0.42268,toeholds
pre_520_91054|0.628922499,0.8804000000000001,0.42962,toeholds
pre_521_91055|0.797456672,0.7104,0.44167,toeholds
pre_522_91056|0.42388281,0.8109999999999999,0.38023999999999997,toeholds
pre_523_91057|0.032345384,0.6261,0.37363999999999997,toeholds
pre_524_91058|0.942127603,0.6972,0.34613,toeholds
pre_525_91059|0.9419113720000001,0.6791999999999999,0.36956,toeholds
pre_526_91060|0.078543617,0.7226,0.39971,toeholds
pre_527_91061|0.10619660000000004,1.116,0.43978,toeholds
pre_528_91062|0.666666667,0.8828,0.30331,toeholds
pre_529_91063|0.287655934,0.6758000000000002,0.42164,toeholds
pre_530_91064|0.49822490399999997,1.2915,0.44329,toeholds
pre_531_91065|0.633739696,0.9919000000000001,0.40751,toeholds
pre_532_91066|0.40894716299999995,1.2107999999999999,0.4251400000000001,toeholds
pre_533_91067|0.739558543,0.4451,0.31248000000000004,toeholds
pre_534_91068|1.0,0.9328000000000001,0.43804,toeholds
pre_535_91069|0.04800693599999999,0.7222999999999999,0.39973000000000003,toeholds
pre_536_91070|1.0,0.4124,0.27292000000000005,toeholds
pre_537_91071|0.11767180699999999,0.9334,0.47583000000000003,toeholds
pre_538_91072|0.673663495,0.8923000000000001,0.43478000000000006,toeholds
pre_539_91073|0.87526638,0.9471999999999999,0.38892,toeholds
pre_540_91074|0.477677642,0.676,0.43511000000000005,toeholds
pre_541_91075|0.587576006,0.9839,0.41313,toeholds
pre_542_91076|0.114064359,0.831,0.38539,toeholds
pre_543_91077|0.711641505,0.7227,0.42930000000000007,toeholds
pre_544_91078|0.307077077,0.9345000000000001,0.33702,toeholds
pre_545_91079|0.589260749,0.6268999999999999,0.3568,toeholds
pre_546_91080|0.7056354,0.428,0.32348999999999994,toeholds
pre_547_91081|0.129559885,1.2591,0.42567,toeholds
pre_548_91082|0.726608505,1.2347000000000001,0.40768,toeholds
pre_549_91083|0.802304777,0.9784,0.46258999999999995,toeholds
pre_550_91084|0.257310066,1.0722,0.38372,toeholds
pre_551_91085|0.548304669,0.8114999999999999,0.38114,toeholds
pre_552_91086|0.997300252,0.5549999999999999,0.33614,toeholds
pre_553_91087|0.41126210700000004,0.8665,0.37791,toeholds
pre_554_91088|0.380089511,0.935,0.35755000000000003,toeholds
pre_555_91089|0.619327296,0.9338,0.34315,toeholds
pre_556_91090|0.333333333,0.6873,0.43284,toeholds
pre_557_91091|0.702431975,1.0989,0.44361,toeholds
pre_558_91092|1.0,0.9581000000000001,0.46071999999999996,toeholds
pre_559_91093|0.489666659,0.8620000000000001,0.43666,toeholds
pre_560_91094|0.161490054,0.9810000000000001,0.45873,toeholds
pre_561_91095|0.7008718270000001,1.0688,0.40179000000000004,toeholds
pre_562_91096|0.04487908400000002,1.0659,0.42546,toeholds
pre_563_91097|0.25205157899999997,0.9708000000000001,0.41089,toeholds
pre_564_91098|0.677397356,1.1632,0.43421,toeholds
pre_565_91099|0.4495866770000001,0.4435,0.31856,toeholds
pre_566_91100|0.7211329059999999,0.8695,0.42554000000000003,toeholds
pre_567_91101|0.415860926,0.7041000000000001,0.39399000000000006,toeholds
pre_568_91102|0.8423450370000001,0.705,0.35992,toeholds
pre_569_91103|0.58122899,0.9478,0.41145,toeholds
pre_570_91104|0.0,0.9043000000000001,0.44315,toeholds
pre_571_91105|0.903219522,0.7599,0.40498,toeholds
pre_572_91106|0.666666667,0.6168,0.3668,toeholds
pre_573_91107|0.5096742329999999,0.7519999999999999,0.36606,toeholds
pre_574_91108|0.7008718270000001,0.6920000000000001,0.38015,toeholds
pre_575_91109|0.117417127,1.0588,0.4537,toeholds
pre_576_91110|0.35544064700000005,0.8759000000000001,0.45502,toeholds
pre_577_91111|0.035286014,1.017,0.45292,toeholds
pre_578_91112|0.838472488,0.8461000000000001,0.43538,toeholds
pre_579_91113|0.832180795,1.1601,0.40816,toeholds
pre_580_91114|0.537722565,1.0730000000000002,0.40540000000000004,toeholds
pre_581_91115|0.953186256,0.5787999999999999,0.39864,toeholds
pre_582_91116|1.0,0.7515000000000001,0.36205,toeholds
pre_583_91117|0.082357029,1.0163000000000002,0.43287,toeholds
pre_584_91118|0.5421205170000001,0.8326,0.39901999999999993,toeholds
pre_585_91119|0.880995086,0.6311,0.41895000000000004,toeholds
pre_586_91120|0.558204454,0.7984,0.36929,toeholds
pre_587_91121|0.135931931,0.6324,0.35428000000000004,toeholds
pre_588_91122|0.60052303,1.0863,0.4025,toeholds
pre_589_91123|0.17517641899999994,1.1362,0.48645999999999995,toeholds
pre_590_91124|0.5569205979999999,0.7505,0.39185000000000003,toeholds
pre_591_91125|0.98508894,0.48779999999999996,0.35346,toeholds
pre_592_91126|0.6197340370000001,0.5823999999999999,0.39641000000000004,toeholds
pre_593_91127|0.602507169,0.7678,0.38317,toeholds
pre_594_91128|0.5104808989999999,0.7678,0.36007,toeholds
pre_595_91129|0.472868096,0.9025,0.4076,toeholds
pre_596_91130|0.910371567,1.1286,0.37943,toeholds
pre_597_91131|1.0,0.512,0.33230000000000004,toeholds
pre_598_91132|0.464561622,0.9996,0.47958,toeholds
pre_599_91133|0.021620522000000003,0.9956,0.41755999999999993,toeholds
pre_600_91134|0.0,0.6206999999999999,0.39570000000000005,toeholds
pre_601_91135|0.21377689100000002,0.7297,0.44851,toeholds
pre_602_91136|0.574342384,0.5923999999999999,0.37327,toeholds
pre_603_91137|0.313972081,1.1211,0.43654999999999994,toeholds
pre_604_91138|0.5549619929999999,0.7343,0.3994,toeholds
pre_605_91139|1.0,1.1538,0.37189999999999995,toeholds
pre_606_91140|0.083944155,0.6995,0.41265,toeholds
pre_607_91141|0.231970323,0.864,0.41502000000000006,toeholds
pre_608_91142|0.36687330100000004,1.0926,0.48249000000000003,toeholds
pre_609_91143|0.146214371,0.6924,0.33644999999999997,toeholds
pre_610_91144|0.639316677,0.5880000000000001,0.33557,toeholds
pre_611_91145|0.83034952,0.5466999999999999,0.40141000000000004,toeholds
pre_612_91146|0.42387570799999996,1.0610000000000002,0.38191,toeholds
pre_613_91147|0.623447442,0.705,0.3664,toeholds
pre_614_91148|0.946498572,0.7631,0.45108,toeholds
pre_615_91149|1.0,1.2442000000000002,0.40992,toeholds
pre_616_91150|0.993518463,0.6402,0.34768,toeholds
pre_617_91151|0.850855881,0.5683999999999999,0.32421,toeholds
pre_618_91152|0.0038093190000000002,1.1367,0.41496,toeholds
pre_619_91153|0.582144813,1.0669,0.40226,toeholds
pre_620_91154|0.636552332,0.9859000000000001,0.4143800000000001,toeholds
pre_621_91155|0.24796980300000002,0.7935000000000001,0.41885,toeholds
pre_622_91156|0.790848077,0.6444000000000001,0.40152,toeholds
pre_623_91157|1.0,0.7006,0.35445,toeholds
pre_624_91158|0.161804225,1.1602000000000001,0.3855,toeholds
pre_625_91159|0.21141228399999998,0.7849,0.42151,toeholds
pre_626_91160|0.115248915,1.2781000000000002,0.44086,toeholds
pre_627_91161|0.333333333,1.0583,0.40915,toeholds
pre_628_91162|0.738226775,0.7284,0.39036000000000004,toeholds
pre_629_91163|0.752251406,0.7133,0.36222,toeholds
pre_630_91164|0.101490894,1.0086000000000002,0.42625,toeholds
pre_631_91165|0.509342649,0.6829999999999999,0.35595,toeholds
pre_632_91166|0.512131995,1.056,0.40774999999999995,toeholds
pre_633_91167|0.049258800000000005,1.196,0.44137,toeholds
pre_634_91168|0.395551804,0.7127,0.35445,toeholds
pre_635_91169|0.399817364,0.7475,0.3963,toeholds
pre_636_91170|0.19591631199999998,0.8524,0.4422,toeholds
pre_637_91171|0.305559067,0.9177000000000001,0.42694,toeholds
pre_638_91172|0.118359713,0.7881,0.43725,toeholds
pre_639_91173|0.088377773,0.7355,0.42034,toeholds
pre_640_91174|0.288372105,0.9609000000000001,0.48547,toeholds
pre_641_91175|0.039691074,1.2035,0.43015,toeholds
pre_642_91176|0.20014961399999998,1.0522,0.44125,toeholds
pre_643_91177|0.025786548,0.9922000000000001,0.42788,toeholds
pre_644_91178|0.38099099799999997,0.7812,0.33793,toeholds
pre_645_91179|0.9891933559999999,0.8637,0.37931000000000004,toeholds
pre_646_91180|0.470499492,1.0451000000000001,0.4811599999999999,toeholds
pre_647_91181|0.023800986,1.0926,0.39446,toeholds
pre_648_91182|0.945761782,0.9617000000000001,0.42323,toeholds
pre_649_91183|0.037552451,0.6512,0.41908000000000006,toeholds
pre_650_91184|0.643074904,0.7295,0.36613,toeholds
pre_651_91185|1.0,0.7437,0.35528,toeholds
pre_652_91186|0.227244017,0.5210999999999999,0.3488,toeholds
pre_653_91187|0.356957842,0.7169,0.36463,toeholds
pre_654_91188|0.970733752,0.6458,0.33723000000000003,toeholds
pre_655_91189|1.0,0.8865000000000001,0.39182,toeholds
pre_656_91190|1.0,0.6242,0.34770000000000006,toeholds
pre_657_91191|0.069198994,1.1973,0.44163,toeholds
pre_658_91192|0.954626289,0.9905,0.38054,toeholds
pre_659_91193|0.963644995,0.8488,0.28092,toeholds
pre_660_91194|0.9877645359999999,0.7736,0.36285,toeholds
pre_661_91195|0.72989386,0.48779999999999996,0.33036,toeholds
pre_662_91196|0.8126392579999999,1.0632000000000001,0.39728,toeholds
pre_663_91197|1.0,0.7135999999999999,0.28087,toeholds
pre_664_91198|0.077930578,0.9812,0.46535000000000004,toeholds
pre_665_91199|0.203155955,0.8346,0.41145999999999994,toeholds
pre_666_91200|0.666666667,0.9638000000000001,0.46539,toeholds
pre_667_91201|0.058675575,0.7272,0.3652,toeholds
pre_668_91202|1.0,1.0829,0.41647,toeholds
pre_669_91203|0.273984385,0.798,0.40122,toeholds
pre_670_91204|0.8541897490000001,0.5929,0.38506999999999997,toeholds
pre_671_91205|0.9938855390000001,1.0845,0.38758000000000004,toeholds
pre_672_91206|0.995033963,0.9994000000000001,0.4087,toeholds
pre_673_91207|0.091047418,0.7439999999999999,0.36235000000000006,toeholds
pre_674_91208|0.102013849,0.8582000000000001,0.35496999999999995,toeholds
pre_675_91209|1.0,0.5991,0.37331000000000003,toeholds
pre_676_91210|0.306110203,0.6694000000000001,0.33689,toeholds
pre_677_91211|0.27406381,0.8377,0.37836000000000003,toeholds
pre_678_91212|0.040336154,0.7074,0.45311999999999997,toeholds
pre_679_91213|0.72051427,0.8921000000000001,0.34001000000000003,toeholds
pre_680_91214|0.08684918400000001,0.9449000000000001,0.44626,toeholds
pre_681_91215|0.333333333,0.8371,0.48091,toeholds
pre_682_91216|0.009076355,0.6629999999999999,0.39026000000000005,toeholds
pre_683_91217|1.0,0.5606,0.29373,toeholds
pre_684_91218|0.130895584,0.9926000000000001,0.31543,toeholds
pre_685_91219|0.07990081,0.6829999999999999,0.36243000000000003,toeholds
pre_686_91220|1.0,0.8202000000000002,0.42005,toeholds
pre_687_91221|0.300056074,1.1722,0.43593,toeholds
pre_688_91222|0.713260828,0.5652999999999999,0.27595000000000003,toeholds
pre_689_91223|0.459150585,0.6829999999999999,0.33285,toeholds
pre_690_91224|0.253902892,0.7762,0.37163999999999997,toeholds
pre_691_91225|0.057664907,0.7293,0.40537999999999996,toeholds
pre_692_91226|0.061056393,1.183,0.4228,toeholds
pre_693_91227|0.00460619,0.398,0.29554,toeholds
pre_694_91228|0.180997152,0.6671999999999999,0.32297,toeholds
pre_695_91229|0.350991709,1.1866,0.46119999999999994,toeholds
pre_696_91230|0.6968580120000001,1.0119,0.42571999999999993,toeholds
pre_697_91231|1.0,0.8356,0.33847,toeholds
pre_698_91232|0.046629668,0.6822,0.36281,toeholds
pre_699_91233|0.734878756,0.9945000000000002,0.42166000000000003,toeholds
pre_700_91234|0.124235192,0.7396,0.28707,toeholds
pre_701_91235|0.197791747,0.8571000000000001,0.39583000000000007,toeholds
pre_702_91236|0.673961048,0.9734,0.38828999999999997,toeholds
pre_703_91237|0.616114492,0.9704,0.42533,toeholds
pre_704_91238|0.06361536200000001,0.6048,0.34979000000000005,toeholds
pre_705_91239|0.25589105300000003,0.9312,0.43946,toeholds
pre_706_91240|0.507384182,0.6267,0.35895,toeholds
pre_707_91241|1.0,1.0588,0.37560000000000004,toeholds
pre_708_91242|0.590149283,1.0914000000000001,0.45466,toeholds
pre_709_91243|0.949068419,0.6838,0.34901,toeholds
pre_710_91244|0.062547699,1.2468000000000001,0.4093,toeholds
pre_711_91245|0.854150767,0.7842,0.28652,toeholds
pre_712_91246|0.13675770199999998,1.0108000000000001,0.45124,toeholds
pre_713_91247|0.266946464,0.7945,0.36241,toeholds
pre_714_91248|0.069404151,0.8995,0.36956999999999995,toeholds
pre_715_91249|0.051723225,0.7971000000000001,0.36179,toeholds
pre_716_91250|0.05916269900000001,0.8922000000000001,0.41524,toeholds
pre_717_91251|0.333333333,0.8906000000000001,0.38718,toeholds
pre_718_91252|0.103963767,1.1511,0.43421,toeholds
pre_719_91253|0.793919048,0.7092999999999999,0.39379,toeholds
pre_720_91254|0.064435712,0.8654000000000001,0.40186,toeholds
pre_721_91255|0.240090437,0.6822,0.36281,toeholds
pre_722_91256|0.9417384109999999,0.7614999999999998,0.36091,toeholds
pre_723_91257|0.8894697340000001,0.7058,0.41152,toeholds
pre_724_91258|0.540070094,0.9271,0.42497,toeholds
pre_725_91259|0.944156285,0.6132,0.36553,toeholds
pre_726_91260|1.0,0.5769,0.43348,toeholds
pre_727_91261|0.333333333,0.8439000000000001,0.45937,toeholds
pre_728_91262|0.333333333,0.9617,0.39493999999999996,toeholds
pre_729_91263|0.369101894,0.9224000000000001,0.2982,toeholds
pre_730_91264|0.462303791,0.8199,0.3903,toeholds
pre_731_91265|1.0,1.1057000000000001,0.4009,toeholds
pre_732_91266|0.36511555799999995,1.0151000000000001,0.42910000000000004,toeholds
pre_733_91267|0.3946836520000001,0.7159,0.4257,toeholds
pre_734_91268|0.267948819,0.5121,0.29782,toeholds
pre_735_91269|0.21529587600000002,0.6905,0.35594000000000003,toeholds
pre_736_91270|0.317011248,1.0678,0.40892,toeholds
pre_737_91271|0.8848358909999999,0.6565,0.36425,toeholds
pre_738_91272|0.6200676860000001,0.6138,0.3972,toeholds
pre_739_91273|0.3852207520000001,1.104,0.42717,toeholds
pre_740_91274|0.6983742740000001,0.5705,0.26727,toeholds
pre_741_91275|0.39677391799999995,1.0658,0.48091,toeholds
pre_742_91276|0.416188045,0.8832,0.47394000000000003,toeholds
pre_743_91277|0.736502177,0.5537,0.36196,toeholds
pre_744_91278|0.238808607,0.7197,0.36841999999999997,toeholds
pre_745_91279|0.327843007,0.9974000000000001,0.43601,toeholds
pre_746_91280|1.0,0.7724,0.29731,toeholds
pre_747_91281|0.635409536,0.6748,0.40231,toeholds
pre_748_91282|0.23709481100000002,0.9601000000000002,0.34313,toeholds
pre_749_91283|0.495672265,0.7051000000000001,0.43543,toeholds
pre_750_91284|0.9401756840000001,0.7157999999999999,0.39494,toeholds
pre_751_91285|0.13971462099999998,1.0939,0.41169,toeholds
pre_752_91286|0.071244583,0.5714,0.43043,toeholds
pre_753_91287|0.333333333,0.7452,0.40587,toeholds
pre_754_91288|0.882653218,0.5403,0.33621999999999996,toeholds
pre_755_91289|0.9287562629999999,0.7648,0.38862,toeholds
pre_756_91290|0.462072672,0.8589,0.39565999999999996,toeholds
pre_757_91291|0.095070444,0.712,0.37698,toeholds
pre_758_91292|0.15240373699999998,0.762,0.39057,toeholds
pre_759_91293|0.622425101,1.0828,0.42546999999999996,toeholds
pre_760_91294|0.08433923,0.7102999999999999,0.28395,toeholds
pre_761_91295|0.303020766,0.8763000000000001,0.39398,toeholds
pre_762_91296|0.09936676300000001,0.7784000000000001,0.45321,toeholds
pre_763_91297|0.22273160399999997,0.8866,0.40784,toeholds
pre_764_91298|0.367533357,0.7436999999999999,0.40485000000000004,toeholds
pre_765_91299|0.333333333,1.0171000000000001,0.42003,toeholds
pre_766_91300|1.0,0.6789,0.34518,toeholds
pre_767_91301|0.644777735,1.0588,0.37560000000000004,toeholds
pre_768_91302|0.915878528,1.0272999999999999,0.44188000000000005,toeholds
pre_769_91303|1.0,0.8713000000000001,0.38498000000000004,toeholds
pre_770_91304|0.042922305,0.8883000000000001,0.41367,toeholds
pre_771_91305|0.70084923,0.6535,0.38253,toeholds
pre_772_91306|1.0,0.6197,0.36780999999999997,toeholds
pre_773_91307|0.715470397,0.8773000000000001,0.39622,toeholds
pre_774_91308|1.0,0.6055999999999999,0.30741,toeholds
pre_775_91309|0.884530569,0.8705,0.43211,toeholds
pre_776_91310|0.564389148,0.8157,0.37533,toeholds
pre_777_91311|0.643518158,0.8802000000000001,0.39823000000000003,toeholds
pre_778_91312|1.0,0.8657000000000001,0.37713,toeholds
pre_779_91313|0.023773718,0.62,0.27343,toeholds
pre_780_91314|0.637203216,0.9902,0.39355999999999997,toeholds
pre_781_91315|0.741491288,0.6075999999999999,0.33032,toeholds
pre_782_91316|1.0,0.6578,0.37734,toeholds
pre_783_91317|1.0,0.7174,0.35570999999999997,toeholds
pre_784_91318|0.114219158,0.7169,0.37657,toeholds
pre_785_91319|0.08625133300000001,0.6296999999999999,0.34369999999999995,toeholds
pre_786_91320|1.0,0.5484,0.33477999999999997,toeholds
pre_787_91321|0.6759309509999999,0.8195,0.48741,toeholds
pre_788_91322|0.54160792,0.9025000000000001,0.47059999999999996,toeholds
pre_789_91323|0.020962098000000002,1.1931,0.43837000000000004,toeholds
pre_790_91324|0.041317445,0.7355,0.42034,toeholds
pre_791_91325|0.42387570799999996,0.9619000000000001,0.39319000000000004,toeholds
pre_792_91326|1.0,1.1812,0.38935000000000003,toeholds
pre_793_91327|0.4303905220000001,1.0292000000000001,0.43974,toeholds
pre_794_91328|0.666666667,1.1863000000000001,0.40213,toeholds
pre_795_91329|0.37018793,0.7023,0.3917,toeholds
pre_796_91330|0.44570123700000003,0.9326,0.4395,toeholds
pre_797_91331|0.39813169,1.2095,0.45027,toeholds
pre_798_91332|0.906133648,0.9812000000000001,0.43217,toeholds
pre_799_91333|0.7646879870000001,0.8551,0.28087,toeholds
pre_800_91334|0.5505816929999999,0.7697999999999999,0.3146,toeholds
pre_801_91335|0.620526087,0.8334,0.41875,toeholds
pre_802_91336|0.8443045840000001,1.0352000000000001,0.3988,toeholds
pre_803_91337|1.0,1.0162,0.45235,toeholds
pre_804_91338|0.67038297,0.8624,0.33624000000000004,toeholds
pre_805_91339|0.542202839,0.9409000000000001,0.37162999999999996,toeholds
pre_806_91340|0.289053341,0.9276,0.42582,toeholds
pre_807_91341|0.35769113700000005,0.8723,0.40090000000000003,toeholds
pre_808_91342|0.032254472,1.2531,0.40429,toeholds
pre_809_91343|0.028930209,0.6467,0.40435000000000004,toeholds
pre_810_91344|0.024235424,0.8051,0.35619,toeholds
pre_811_91345|0.382378331,1.1168,0.42830999999999997,toeholds
pre_812_91346|0.027862219,1.1369,0.45099,toeholds
pre_813_91347|1.0,0.9884000000000001,0.42196,toeholds
pre_814_91348|0.42387570799999996,0.8098,0.39213,toeholds
pre_815_91349|0.534374651,0.8906000000000001,0.42843,toeholds
pre_816_91350|0.9267420540000001,0.8413999999999999,0.38626,toeholds
pre_817_91351|0.979930207,0.8199000000000001,0.39010999999999996,toeholds
pre_818_91352|0.5805380720000001,0.4863,0.35531999999999997,toeholds
pre_819_91353|0.832259367,0.3783,0.29503,toeholds
pre_820_91354|0.41433263,0.7334999999999999,0.40651000000000004,toeholds
pre_821_91355|0.366676955,0.9885,0.48239,toeholds
pre_822_91356|1.0,0.4567,0.32564000000000004,toeholds
pre_823_91357|0.24560111199999998,0.8048,0.31767,toeholds
pre_824_91358|0.017128601,0.5607,0.40093999999999996,toeholds
pre_825_91359|0.333333333,0.9889000000000001,0.43396,toeholds
pre_826_91360|0.401733212,0.6829999999999999,0.39582,toeholds
pre_827_91361|1.0,0.9742999999999999,0.39432,toeholds
pre_828_91362|0.7871475529999999,0.9308000000000001,0.34893,toeholds
pre_829_91363|0.041220413,0.6833,0.37556,toeholds
pre_830_91364|0.581994884,0.8739,0.49217,toeholds
pre_831_91365|0.406722944,0.46619999999999995,0.34099999999999997,toeholds
pre_832_91366|0.538900601,0.8359,0.39526,toeholds
pre_833_91367|0.319695051,0.8997000000000002,0.39480000000000004,toeholds
pre_834_91368|0.933458162,0.8004,0.39752,toeholds
pre_835_91369|1.0,0.638,0.33352,toeholds
pre_836_91370|0.25087475,0.8069000000000001,0.33920999999999996,toeholds
pre_837_91371|0.087754432,0.5803999999999999,0.36432,toeholds
pre_838_91372|0.051883424000000004,0.89,0.44696,toeholds
pre_839_91373|0.333333333,0.5169999999999999,0.34057,toeholds
pre_840_91374|0.054468499000000004,0.5858,0.349,toeholds
pre_841_91375|1.0,0.6536,0.32472,toeholds
pre_842_91376|0.367730076,0.6501,0.39927,toeholds
pre_843_91377|0.666666667,0.4305999999999999,0.32122,toeholds
pre_844_91378|0.040607197000000005,0.776,0.39505,toeholds
pre_845_91379|0.682499438,0.5322,0.39751000000000003,toeholds
pre_846_91380|0.605286138,0.8882,0.41121,toeholds
pre_847_91381|0.6386254889999999,0.8993,0.37314,toeholds
pre_848_91382|0.333333333,0.7402,0.40724000000000005,toeholds
pre_849_91383|0.6923391879999999,0.9760000000000001,0.42491,toeholds
pre_850_91384|0.321248603,0.7497,0.43038,toeholds
pre_851_91385|0.666666667,0.6364,0.39178,toeholds
pre_852_91386|0.411993116,0.9642000000000001,0.43790999999999997,toeholds
pre_853_91387|0.744045435,0.6635,0.33064,toeholds
pre_854_91388|0.333333333,0.8955,0.44723999999999997,toeholds
pre_855_91389|0.8407745120000001,0.5962999999999999,0.40095000000000003,toeholds
pre_856_91390|0.145668152,0.7952,0.3619,toeholds
pre_857_91391|0.8732731890000001,0.3896,0.29609,toeholds
pre_858_91392|0.633166355,0.5771999999999999,0.38349,toeholds
pre_859_91393|0.186594344,0.8847,0.42463999999999996,toeholds
pre_860_91394|0.863432968,1.0136,0.42915,toeholds
pre_861_91395|0.035838369,1.1418,0.44369000000000003,toeholds
pre_862_91396|0.333333333,0.7801,0.41444000000000003,toeholds
pre_863_91397|0.08032927299999999,0.7792,0.31747000000000003,toeholds
pre_864_91398|0.32118896399999997,1.129,0.44256999999999996,toeholds
pre_865_91399|0.049258800000000005,0.8440000000000001,0.29176,toeholds
pre_866_91400|0.509342649,1.0852,0.39506,toeholds
pre_867_91401|0.4203543870000001,0.6683,0.39752,toeholds
pre_868_91402|0.788554843,0.7771000000000001,0.37512999999999996,toeholds
