nameseq,k1,k2,k3,k4,k5,label
pre_227_90761|0.666666667,1.9875686897225853,3.5827335928331294,4.849747908597937,5.472446216661831,5.7813597135246555,toeholds
pre_228_90762|0.19813302300000002,1.950302308024261,3.7859453829771343,4.933166987583263,5.664497779200465,5.708632440797383,toeholds
pre_229_90763|0.738789303,1.85980502599863,3.5565365403656672,4.789312058807477,5.40101764523326,5.694907213485321,toeholds
pre_230_90764|0.06932400400000001,1.9894515074478725,3.619938540423704,4.968254706881506,5.485926350629036,5.672268804433747,toeholds
pre_231_90765|0.163291523,1.9894515074478725,3.5828905299861686,4.62422592662823,5.343069207771892,5.599541531706475,toeholds
pre_232_90766|0.6665281820000001,1.9723891092251997,3.7248297121466836,5.16158014562982,5.735926350629037,5.7813597135246555,toeholds
pre_233_90767|0.008460796999999999,1.9959916221738794,3.741410636244683,5.007985628048004,5.628783493486179,5.744996077161019,toeholds
pre_234_90768|0.479551486,1.9928309734292278,3.8060890832190473,5.174823786018651,5.557354922057609,5.672268804433747,toeholds
pre_235_90769|0.127617159,1.9928309734292278,3.646292530044206,4.986141549138594,5.700212064914751,5.744996077161019,toeholds
pre_236_90770|0.46332745399999997,1.9882311141176254,3.689180134061696,4.9159661105421,5.45021206491475,5.563177895342839,toeholds
pre_237_90771|0.6842326440000001,1.9894515074478725,3.665435859766403,4.937810189451514,5.579589073804689,5.744996077161019,toeholds
pre_238_90772|0.451608169,1.9498815949716115,3.512924642225075,4.841147470077359,5.485926350629035,5.635905168070111,toeholds
pre_239_90773|0.103357375,1.8428776004063412,3.3622754908184627,4.600176636857891,5.2177201004745015,5.513089031667138,toeholds
pre_240_90774|0.233685494,1.9894515074478725,3.6379623603826143,4.972897908749761,5.557354922057607,5.744996077161019,toeholds
pre_241_90775|0.80652532,1.9723891092251997,3.7716063245983573,5.152979707109241,5.62878349348618,5.708632440797382,toeholds
pre_242_90776|0.655985226,1.9928309734292278,3.724829712146684,5.10000514555391,5.628783493486179,5.708632440797383,toeholds
pre_243_90777|1.0,1.9744291791156525,3.525942790179162,4.585634155747183,5.244680368408911,5.513089031667138,toeholds
pre_244_90778|0.9044096359999999,1.9772978503825471,3.806089083219047,4.959654268360929,5.579589073804689,5.7813597135246555,toeholds
pre_245_90779|0.33823256100000004,1.9882311141176254,3.846856806953534,5.196667864928067,5.664497779200466,5.744996077161019,toeholds
pre_246_90780|0.9272390909999999,1.9812207379982874,3.7243843406128407,4.97289790874976,5.579589073804689,5.744996077161019,toeholds
pre_247_90781|0.356487258,1.9943602486052203,3.764875987950716,5.034472908825671,5.543874788090403,5.672268804433747,toeholds
pre_248_90782|1.0,1.9812207379982874,3.70119506530342,4.919923347194429,5.485926350629036,5.708632440797383,toeholds
pre_249_90783|0.666666667,1.952528330863362,3.7198211939492127,5.126492426331574,5.6153033595189745,5.744996077161019,toeholds
pre_250_90784|0.590149283,1.9723891092251997,3.8422936602899065,5.021229268436839,5.521640636343323,5.672268804433747,toeholds
pre_251_90785|0.225169925,1.9943602486052203,3.835008324656394,4.722640671793789,5.258160502376116,5.526814258979201,toeholds
pre_252_90786|0.067226021,1.9943602486052199,3.9249959272231805,5.174823786018655,5.700212064914751,5.7813597135246555,toeholds
pre_253_90787|0.333333333,1.9943602486052203,3.841738661304035,5.091404707033329,5.593069207771894,5.744996077161019,toeholds
pre_254_90788|1.0,1.8761606758785412,3.5597012546767486,4.801416548910859,5.414497779200465,5.63590516807011,toeholds
pre_255_90789|0.722383165,1.9662401987703588,3.7405672028780077,4.946410627972096,5.593069207771892,5.672268804433747,toeholds
pre_256_90790|0.37469726299999995,1.9892000632912448,3.8784982373607666,5.196667864928065,5.664497779200465,5.744996077161019,toeholds
pre_257_90791|0.4180307070000001,1.933996938641656,3.7525821341197316,5.09140470703333,5.62878349348618,5.672268804433746,toeholds
pre_258_90792|0.260114563,1.9928309734292278,3.7792150463294933,4.959654268360929,5.593069207771894,5.708632440797383,toeholds
pre_259_90793|0.592819283,1.9288395035780377,3.56815340977456,4.734132286391219,5.338343091584564,5.672268804433746,toeholds
pre_260_90794|0.952169435,1.9210793634098675,3.788786711190592,5.043073347346251,5.593069207771894,5.708632440797383,toeholds
pre_261_90795|0.357370171,1.9498815949716115,3.7441299790219205,5.208159479525497,5.722446216661832,5.7813597135246555,toeholds
pre_262_90796|0.17412673899999995,1.9959916221738796,3.7430104692586332,4.9446586021806915,5.4589660826946265,5.672268804433747,toeholds
pre_263_90797|0.577379247,1.9875686897225853,3.6719997474694606,4.876235189375603,5.62878349348618,5.708632440797383,toeholds
pre_264_90798|0.587751626,1.9373847327924725,3.597301417907508,4.845790671945609,5.401017645233259,5.744996077161019,toeholds
pre_265_90799|1.0,1.9423464928214775,3.3883060943413406,4.4580737338735075,5.043874788090401,5.490450622615565,toeholds
pre_266_90800|0.333333333,1.9943602486052199,3.682619092551285,4.929209750930935,5.593069207771894,5.744996077161019,toeholds
pre_267_90801|0.49416138,1.9723891092251997,3.8060890832190464,5.069560628123918,5.593069207771894,5.744996077161019,toeholds
pre_268_90802|0.333333333,1.9977397145865754,3.6163729180871433,4.90272247015327,5.45021206491475,5.708632440797383,toeholds
pre_269_90803|1.0,1.8843971387690475,3.432063332985544,4.700796592884375,5.42325179698034,5.708632440797383,toeholds
pre_270_90804|1.0,1.9185686642379995,3.6002637400484105,4.722640671793788,5.3740573772988505,5.63590516807011,toeholds
pre_271_90805|0.296826212,1.9846002039796427,3.3574180055098966,4.336675759513087,4.962993984287172,5.281181986173258,toeholds
pre_272_90806|0.86895824,1.8843971387690475,3.6349517370319258,4.867634750855023,5.472446216661831,5.708632440797383,toeholds
pre_273_90807|0.427867361,1.9185686642379993,3.4666197758326676,4.784215671869699,5.508160502376117,5.708632440797383,toeholds
pre_274_90808|0.066384368,1.9159832898868658,3.527385686040072,4.795707286467131,5.436731930947545,5.708632440797383,toeholds
pre_275_90809|0.8337586240000001,1.9723891092251997,3.819549756514329,5.209911505316899,5.664497779200467,5.708632440797382,toeholds
pre_276_90810|0.190067248,1.9928309734292278,3.7206646273158883,5.056316987735084,5.62878349348618,5.744996077161019,toeholds
pre_277_90811|0.379266793,1.9662401987703588,3.7711609530645136,5.148336505240987,5.593069207771894,5.708632440797383,toeholds
pre_278_90812|0.594958259,1.8644162269762719,3.5705966761551853,4.937810189451516,5.3787834934861785,5.5268142589792015,toeholds
pre_279_90813|0.691714362,1.9194015152017747,3.60747539145549,4.767467979898063,5.280394654123198,5.563177895342837,toeholds
pre_280_90814|0.426709571,1.9818977096941497,3.70463870220376,5.021229268436839,5.62878349348618,5.744996077161019,toeholds
pre_281_90815|0.20883440399999997,1.9772978503825471,3.6449687734268674,4.964297470229178,5.593069207771894,5.708632440797383,toeholds
pre_282_90816|0.776936849,1.9245589502653933,3.5165375742626463,4.754224339509231,5.45021206491475,5.63590516807011,toeholds
pre_283_90817|0.36393794700000004,1.9959916221738794,3.6329538421851435,4.819303391167945,5.40101764523326,5.672268804433746,toeholds
pre_284_90818|0.0,1.9812207379982874,3.635397108565769,4.889478829764435,5.543874788090403,5.7813597135246555,toeholds
pre_285_90819|0.869177703,1.8586291017170167,3.607246624759888,4.933166987583261,5.472446216661831,5.599541531706474,toeholds
pre_286_90820|0.16394282300000002,1.9789292239512066,3.759867469753245,5.029829706957418,5.628783493486179,5.7813597135246555,toeholds
pre_287_90821|0.5926140089999999,1.9368659308735077,3.771882400994969,5.082804268512749,5.700212064914751,5.7813597135246555,toeholds
pre_288_90822|0.662463955,1.9530954781324055,3.764875987950716,5.1132487859427425,5.700212064914751,5.7813597135246555,toeholds
pre_289_90823|0.117374644,1.8761606758785412,3.6416820736795663,4.850887058883387,5.365303359518974,5.599541531706475,toeholds
pre_290_90824|0.021171002,1.950302308024261,3.777493227879323,5.006233602256604,5.615303359518975,5.744996077161019,toeholds
pre_291_90825|0.4399059970000001,1.9694008475150104,3.7436846074880776,5.139736066720408,5.664497779200465,5.744996077161019,toeholds
pre_292_90826|0.793655579,1.8737726997879065,3.529781642719686,4.84403864615421,5.485926350629034,5.708632440797383,toeholds
pre_293_90827|0.642221815,1.9288395035780377,3.6404056267632394,4.832547031556777,5.387537511266055,5.63590516807011,toeholds
pre_294_90828|0.771753162,1.8897186240130726,3.6202619265213274,4.889478829764436,5.508160502376118,5.708632440797383,toeholds
pre_295_90829|0.129107594,1.9894515074478725,3.65225410906038,4.8877268039730355,5.521640636343323,5.69490721348532,toeholds
pre_296_90830|0.768919557,1.8105398080508441,3.4764439887576026,4.819303391167946,5.557354922057607,5.708632440797383,toeholds
pre_297_90831|0.908945984,1.8159977049200025,3.4697136521099616,4.634578390940213,5.378783493486177,5.708632440797383,toeholds
pre_298_90832|0.94380118,1.9223655810287021,3.7110929624547895,5.0384301454779985,5.436731930947546,5.563177895342839,toeholds
pre_299_90833|0.666666667,1.9641583397756146,3.7733281430485275,5.054564961943683,5.62878349348618,5.7813597135246555,toeholds
pre_300_90834|0.692030475,1.921018001869251,3.6723231335670836,4.972897908749761,5.593069207771893,5.708632440797383,toeholds
pre_301_90835|0.48049654399999997,1.9007638696922688,3.6349517370319258,4.8543911104661905,5.521640636343322,5.744996077161019,toeholds
pre_302_90836|1.0,1.8478075691661746,3.4854984525422976,4.7358843121826215,5.329589073804687,5.526814258979202,toeholds
pre_303_90837|1.0,1.9185686642379993,3.480356525524562,4.819303391167946,5.387537511266055,5.672268804433746,toeholds
pre_304_90838|0.58325658,1.9136814449240576,3.5900189284666415,4.933166987583263,5.458966082694626,5.744996077161019,toeholds
pre_305_90839|0.07170937299999999,1.9894515074478725,3.8598721087149737,5.139736066720408,5.62878349348618,5.7813597135246555,toeholds
pre_306_90840|0.8976714309999999,1.8159977049200025,3.5278545859066917,4.698310462181282,5.472446216661832,5.708632440797383,toeholds
pre_307_90841|1.0,1.839813033162544,3.4883397807557555,4.915966110542101,5.593069207771895,5.744996077161019,toeholds
pre_308_90842|0.660339517,1.8644162269762716,3.4049132196993788,4.791064084598879,5.414497779200465,5.599541531706474,toeholds
pre_309_90843|0.605784734,1.9525283308633616,3.713212842737791,5.007985628048004,5.593069207771895,5.63590516807011,toeholds
pre_310_90844|0.034215004,1.9875686897225853,3.764320988964845,5.056316987735082,5.508160502376118,5.672268804433746,toeholds
pre_311_90845|0.38967661200000003,1.933996938641656,3.674888385383929,4.823260627820273,5.409771663013137,5.708632440797383,toeholds
pre_312_90846|0.392023833,1.9723891092251997,3.8538632199977876,5.139736066720408,5.664497779200465,5.744996077161019,toeholds
pre_313_90847|1.0,1.894890519659782,3.5675984107886882,4.839395444285956,5.557354922057607,5.7813597135246555,toeholds
pre_314_90848|0.462664477,1.9892000632912448,3.6508556767078333,4.7162454441341355,5.365303359518973,5.635905168070111,toeholds
pre_315_90849|0.201609646,1.9288395035780377,3.7190997460187574,4.994741987659173,5.593069207771894,5.744996077161019,toeholds
pre_316_90850|1.0,1.9210793634098677,3.6790061605137137,5.007985628048005,5.557354922057608,5.708632440797383,toeholds
pre_317_90851|0.762635031,1.9907293384672369,3.601359721478923,4.9073656720215215,5.485926350629034,5.672268804433747,toeholds
pre_318_90852|0.489684643,1.93351486404839,3.361702229584265,4.570185304497425,5.3026288058702775,5.563177895342839,toeholds
pre_319_90853|0.899691977,1.8958651944297662,3.7233868162857724,4.986141549138594,5.628783493486179,5.7813597135246555,toeholds
pre_320_90854|0.596508485,1.8644162269762719,3.543963763945424,4.845790671945613,5.42325179698034,5.635905168070111,toeholds
pre_321_90855|0.525864331,1.9818977096941495,3.7768909191924407,4.951053829840346,5.5438747880904025,5.635905168070111,toeholds
pre_322_90856|0.817182953,1.94760877652812,3.746899477692817,5.0695606281239165,5.628783493486179,5.7813597135246555,toeholds
pre_323_90857|0.042752592,1.9846002039796424,3.6026361683952492,4.762371592960285,5.378783493486177,5.563177895342838,toeholds
pre_324_90858|0.6516913670000001,1.8986681901321294,3.683616616878353,4.8543911104661905,5.521640636343323,5.672268804433746,toeholds
pre_325_90859|0.51626518,1.9499348293877539,3.7391214608244496,5.043073347346253,5.664497779200465,5.744996077161019,toeholds
pre_326_90860|1.0,1.7577498027820875,3.4471502138202,4.65710843506555,5.3787834934861785,5.63590516807011,toeholds
pre_327_90861|0.137003249,1.9892000632912448,3.7581456513030744,5.16158014562982,5.700212064914752,5.744996077161019,toeholds
pre_328_90862|0.563235959,1.9787370609494979,3.8922349870526607,5.1880674264074855,5.65101764523326,5.744996077161019,toeholds
pre_329_90863|0.839593122,1.8468874507668414,3.601757783311754,4.9510538298403475,5.4502120649147505,5.599541531706474,toeholds
pre_330_90864|0.387233549,1.9894515074478725,3.678730084117102,4.824399778105722,5.387537511266054,5.708632440797383,toeholds
pre_331_90865|0.394604036,1.9639755074513414,3.545685582395594,4.663956847794729,5.24468036840891,5.526814258979202,toeholds
pre_332_90866|0.6379815520000001,1.9007638696922688,3.5914618243275527,4.9728979087497605,5.628783493486179,5.7813597135246555,toeholds
pre_333_90867|0.559182703,1.9662401987703588,3.748417049288936,4.896327242493615,5.5438747880904025,5.7813597135246555,toeholds
pre_334_90868|0.009362801,1.9544471310151454,3.6807752886648957,4.747375926780052,5.32486295761736,5.549452668030774,toeholds
pre_335_90869|0.45650514299999995,1.9296193356701552,3.7195451175526006,5.073517864776243,5.628783493486179,5.708632440797383,toeholds
pre_336_90870|0.547350856,1.9662401987703588,3.8707675301934104,5.209911505316898,5.700212064914751,5.7813597135246555,toeholds
pre_337_90871|0.23779473,1.8832883278989807,3.6635949020726604,4.937810189451514,5.593069207771894,5.744996077161019,toeholds
pre_338_90872|0.222045758,1.9322660715619056,3.6670385389730016,5.028077681166016,5.543874788090403,5.708632440797383,toeholds
pre_339_90873|0.656724255,1.9335148640483901,3.703362255287433,5.126492426331575,5.664497779200466,5.7813597135246555,toeholds
pre_340_90874|0.622238535,1.9210793634098677,3.682497107115065,5.104648347422163,5.735926350629037,5.7813597135246555,toeholds
pre_341_90875|0.105789199,1.8847317206938703,3.566876962858233,4.859034312334444,5.664497779200466,5.744996077161019,toeholds
pre_342_90876|0.550907147,1.923271383945857,3.768162687698017,4.9947419876591725,5.521640636343323,5.744996077161019,toeholds
pre_343_90877|0.032932212999999995,1.9846002039796424,3.729947857796183,5.034472908825672,5.7002120649147505,5.7813597135246555,toeholds
pre_344_90878|0.065967583,1.9650731921998532,3.713536228835415,4.97289790874976,5.557354922057608,5.708632440797382,toeholds
pre_345_90879|0.7554875040000001,1.83052071984362,3.4738787369407573,4.937810189451513,5.593069207771894,5.708632440797383,toeholds
pre_346_90880|0.135813101,1.9574231334475631,3.626944953467957,4.889478829764435,5.557354922057607,5.744996077161019,toeholds
pre_347_90881|0.212859733,1.9135339522556143,3.558774568383468,4.683314796001048,5.316108939837482,5.5268142589792015,toeholds
pre_348_90882|0.378646648,1.9634418186311937,3.875054600460426,5.209911505316899,5.735926350629037,5.7813597135246555,toeholds
pre_349_90883|0.34708437700000005,1.873772699787906,3.573559989804863,4.697292541301573,5.436731930947547,5.672268804433746,toeholds
pre_350_90884|0.7081020370000001,1.8742936402829324,3.618492798370146,4.874483163584202,5.530394654123198,5.708632440797383,toeholds
pre_351_90885|0.20660931600000002,1.8468874507668414,3.573114618271019,4.999385189527425,5.485926350629036,5.672268804433746,toeholds
pre_352_90886|0.8878620429999999,1.9368659308735077,3.6529755569908353,4.915966110542103,5.557354922057607,5.7813597135246555,toeholds
pre_353_90887|0.40992828600000003,1.9210793634098673,3.749740805906275,4.97289790874976,5.5303946541231985,5.69490721348532,toeholds
pre_354_90888|0.094084949,1.9875686897225853,3.933448082320991,5.174823786018653,5.557354922057608,5.599541531706474,toeholds
pre_355_90889|0.46868910399999997,1.9943602486052203,3.9018066519137595,5.069560628123916,5.566108939837485,5.708632440797383,toeholds
pre_356_90890|0.27460798399999997,1.9907293384672369,3.6758887559036437,4.718683435141461,5.173251796980338,5.4630001679914395,toeholds
pre_357_90891|0.114160445,1.8986681901321294,3.7004736173729644,4.8543911104661905,5.472446216661832,5.63590516807011,toeholds
pre_358_90892|0.07255386900000001,1.9185686642379993,3.5528876651025016,4.755976365300633,5.579589073804689,5.708632440797383,toeholds
pre_359_90893|1.0,1.8375363314899331,3.543963763945424,4.624225926628231,5.302628805870279,5.63590516807011,toeholds
pre_360_90894|0.03454063,1.9694008475150104,3.6677126772024455,4.85263908467479,5.543874788090403,5.744996077161019,toeholds
pre_361_90895|0.149676039,1.9136814449240576,3.5094810053247345,4.8129081635082915,5.45021206491475,5.672268804433746,toeholds
pre_362_90896|1.0,1.9210793634098677,3.597749635633998,4.936058163660112,5.472446216661831,5.672268804433746,toeholds
pre_363_90897|0.026190297,1.9789292239512066,3.666436230286118,4.880878391243858,5.521640636343323,5.708632440797383,toeholds
pre_364_90898|0.302889662,1.9185686642379995,3.606644316073005,4.722640671793789,5.266914520155993,5.672268804433747,toeholds
pre_365_90899|0.213085395,1.9818977096941497,3.638238436779226,4.972897908749761,5.7002120649147505,5.744996077161019,toeholds
pre_366_90900|0.393504481,1.9627991702034,3.64212744521341,4.738775488259472,5.266914520155993,5.513089031667139,toeholds
pre_367_90901|0.369247294,1.9210793634098673,3.6227798686371617,4.80255569919631,5.436731930947546,5.708632440797383,toeholds
pre_368_90902|0.57621101,1.933996938641656,3.603081539929093,4.663956847794728,5.253434386188788,5.5858163043944105,toeholds
pre_369_90903|0.161079854,1.97297019506739,3.658984445708021,4.937810189451515,5.579589073804689,5.744996077161019,toeholds
pre_370_90904|1.0,1.9288395035780377,3.573438004368643,4.838661339374264,5.40101764523326,5.599541531706474,toeholds
pre_371_90905|0.014066842,1.9928309734292278,3.562266506493594,4.7358843121826215,5.494680368408913,5.672268804433747,toeholds
pre_372_90906|0.35474296299999997,1.9185686642379993,3.342354653008017,4.343524172242265,4.9506733425748015,5.308632440797384,toeholds
pre_373_90907|0.119927834,1.9768930826831301,3.650977662144053,4.770972031480868,5.351823225551769,5.549452668030775,toeholds
pre_374_90908|0.031125426,1.9882311141176254,3.6182167219735337,4.7606195671688845,5.302628805870279,5.599541531706474,toeholds
pre_375_90909|0.341535958,1.9892000632912448,3.770884876667902,5.01262882991626,5.521640636343323,5.63590516807011,toeholds
pre_376_90910|0.794799213,1.9386722991120084,3.5773270128028267,4.77561523334912,5.338343091584564,5.599541531706474,toeholds
pre_377_90911|0.027862219,1.9812207379982874,3.6551427469748488,4.986141549138592,5.593069207771893,5.672268804433747,toeholds
pre_378_90912|0.23714300100000002,1.950302308024261,3.7568692043867475,5.209911505316898,5.735926350629038,5.7813597135246555,toeholds
pre_379_90913|0.486084474,1.9977397145865754,3.6846169873980674,4.8941220316326906,5.45021206491475,5.708632440797383,toeholds
pre_380_90914|0.360222754,1.9382251004457225,3.5903423145642654,4.791064084598878,5.45021206491475,5.744996077161019,toeholds
pre_381_90915|0.07760829799999999,1.9882311141176254,3.6913473240457084,5.0563169877350855,5.735926350629037,5.7813597135246555,toeholds
pre_382_90916|0.186594344,1.9715293052050646,3.7299951674971945,4.97289790874976,5.557354922057607,5.708632440797383,toeholds
pre_383_90917|0.62765384,1.9977397145865754,3.6754433843698004,4.72553184787064,5.266914520155993,5.5268142589792015,toeholds
pre_384_90918|0.7649421120000001,1.8094279496165362,3.451965908547664,4.744484750703201,5.4502120649147505,5.672268804433746,toeholds
pre_385_90919|0.485416339,1.9423464928214775,3.61248390965296,4.700796592884375,5.311382823650155,5.563177895342838,toeholds
pre_386_90920|1.0,1.899540736839937,3.6321577185194793,4.770972031480868,5.401017645233258,5.599541531706475,toeholds
pre_387_90921|0.058166732,1.923528701041119,3.7581929610040863,4.999385189527426,5.521640636343322,5.708632440797383,toeholds
pre_388_90922|0.594012647,1.8820091626784126,3.4355069698858838,4.606290944675379,5.2089660826946265,5.463000167991439,toeholds
pre_389_90923|0.499507485,1.9111707457521896,3.7029168837535895,4.924566549062682,5.557354922057607,5.672268804433747,toeholds
pre_390_90924|0.525663564,1.9928309734292278,3.7163775570488724,4.972897908749761,5.664497779200465,5.7813597135246555,toeholds
pre_391_90925|0.35717901399999996,1.9894515074478725,3.355972263456339,4.4269432512275895,5.208966082694626,5.599541531706475,toeholds
pre_392_90926|0.027764151,1.9007638696922688,3.4666197758326676,4.685800926704143,5.351823225551769,5.63590516807011,toeholds
pre_393_90927|0.673135723,1.943586877663456,3.674888385383929,4.922814523271279,5.593069207771894,5.708632440797383,toeholds
pre_394_90928|1.0,1.950302308024261,3.499030955380141,4.7824636460782965,5.423251796980341,5.672268804433747,toeholds
pre_395_90929|0.6466619929999999,1.9943602486052199,3.8358394000388776,5.209911505316898,5.557354922057608,5.708632440797383,toeholds
pre_396_90930|0.666666667,1.97689308268313,3.615651470156689,4.6639568477947275,5.3787834934861785,5.599541531706474,toeholds
pre_397_90931|1.0,1.9288395035780377,3.6937905904263353,4.944658602180692,5.557354922057608,5.672268804433746,toeholds
pre_398_90932|0.22553133600000005,1.9458488829290528,3.585010410269171,4.753771154439706,5.4502120649147505,5.635905168070111,toeholds
pre_399_90933|0.908891118,1.9423464928214775,3.5129246422250744,4.749127952571453,5.329589073804689,5.599541531706474,toeholds
pre_400_90934|0.563562679,1.8375363314899331,3.45899343003289,4.740527514050873,5.436731930947547,5.708632440797383,toeholds
pre_401_90935|0.100179701,1.8772217618339337,3.5442426865346834,4.797459312258532,5.2891486719030745,5.499363804355076,toeholds
pre_402_90936|0.829424275,1.9288395035780377,3.688625135075824,4.869839961715949,5.472446216661831,5.744996077161019,toeholds
pre_403_90937|0.616114492,1.97689308268313,3.518680982878424,4.645335900625952,5.238170940255336,5.535727440718712,toeholds
pre_404_90938|0.8935626740000001,1.94760877652812,3.354648506839,4.290292631955312,4.878783493486177,5.3520935230803515,toeholds
pre_405_90939|0.187097154,1.9422402979636861,3.6298335913824267,4.7577283910920345,5.307354922057606,5.5858163043944105,toeholds
pre_406_90940|1.0,1.819474565864213,3.4890139189851985,4.79281611039028,5.4589660826946265,5.708632440797383,toeholds
pre_407_90941|0.03611334,1.9723891092251997,3.8473021784873778,5.266843303524556,5.735926350629037,5.7813597135246555,toeholds
pre_408_90942|0.052741687,1.7270613615246133,3.3651693948173813,4.66570887358613,5.42325179698034,5.63590516807011,toeholds
pre_409_90943|0.47637242700000004,1.9136814449240573,3.629510205284803,4.902722470153269,5.593069207771894,5.7813597135246555,toeholds
pre_410_90944|0.098941825,1.8854027087001586,3.644968773426868,4.929209750930934,5.458966082694627,5.635905168070111,toeholds
pre_411_90945|0.46384989299999996,1.8772217618339337,3.6202146168203164,4.714040233273208,5.280394654123198,5.563177895342838,toeholds
pre_412_90946|0.277948967,1.9723891092251997,3.5498535134190377,4.839395444285957,5.485926350629036,5.672268804433746,toeholds
pre_413_90947|0.116277558,1.9001735928757508,3.6118097714235167,4.889478829764435,5.557354922057607,5.7813597135246555,toeholds
pre_414_90948|0.452907149,1.9875686897225853,3.6001929020146237,4.872277952723275,5.593069207771894,5.744996077161019,toeholds
pre_415_90949|0.939275793,1.9007638696922688,3.697908365556119,5.152979707109241,5.735926350629038,5.744996077161019,toeholds
pre_416_90950|0.175514686,1.9772978503825471,3.8308432398255983,4.999385189527427,5.664497779200465,5.672268804433747,toeholds
pre_417_90951|1.0,1.823680698074783,3.4440811104199156,4.630621154287884,5.293874788090401,5.563177895342838,toeholds
pre_418_90952|0.074348245,1.8958651944297662,3.6684341251329,4.937810189451515,5.494680368408913,5.69490721348532,toeholds
pre_419_90953|0.332396133,1.9846002039796424,3.758591022836918,5.117891987810996,5.557354922057607,5.744996077161019,toeholds
pre_420_90954|0.47573730200000003,1.97689308268313,3.757145280783361,5.126492426331573,5.664497779200466,5.7813597135246555,toeholds
pre_421_90955|1.0,1.8761606758785412,3.598471083564453,4.8543911104661905,5.414497779200465,5.563177895342838,toeholds
pre_422_90956|0.5690027120000001,1.6651330911113504,3.2361358869662773,4.364305086702053,5.108793931365396,5.454086986251929,toeholds
pre_423_90957|0.666277145,1.904712632486646,3.650977662144053,4.959654268360929,5.593069207771894,5.744996077161019,toeholds
pre_424_90958|0.309689344,1.8772217618339337,3.6416820736795668,4.915966110542103,5.62878349348618,5.744996077161019,toeholds
pre_425_90959|0.081510478,1.8799443198493917,3.5206553493924306,4.986141549138594,5.62878349348618,5.7813597135246555,toeholds
pre_426_90960|0.23147511699999998,1.980523992821113,3.688782072228864,4.857282286543041,5.365303359518972,5.599541531706475,toeholds
pre_427_90961|0.58600631,1.9818977096941492,3.784621626359796,5.1132487859427425,5.700212064914751,5.744996077161019,toeholds
pre_428_90962|0.46184071299999996,1.958533077473846,3.805367635288591,5.1880674264074855,5.700212064914751,5.7813597135246555,toeholds
pre_429_90963|0.323016037,1.9977397145865754,3.694188652259167,4.93316698758326,5.593069207771894,5.744996077161019,toeholds
pre_430_90964|0.653057981,1.9875686897225855,3.8032004453045776,5.007985628048008,5.557354922057607,5.672268804433747,toeholds
pre_431_90965|0.301251457,1.9322660715619056,3.6896255055955387,4.8543911104661905,5.414497779200463,5.563177895342838,toeholds
pre_432_90966|0.5458090489999999,1.9499348293877539,3.7342822377642104,4.862991548986771,5.508160502376118,5.63590516807011,toeholds
pre_433_90967|0.837967534,1.828825286804918,3.5720424182087434,4.894122031632688,5.485926350629038,5.672268804433746,toeholds
pre_434_90968|1.0,1.9368659308735077,3.594184013297438,4.865882725063619,5.423251796980342,5.635905168070111,toeholds
pre_435_90969|0.27832976,1.8936334781497441,3.6265468916351256,4.915966110542101,5.62878349348618,5.744996077161019,toeholds
pre_436_90970|0.8043993220000001,1.8985422193070915,3.5575813743937466,4.922814523271279,5.557354922057608,5.7813597135246555,toeholds
pre_437_90971|0.13139500099999998,1.9555057793956567,3.6807279789638843,4.949301804048947,5.521640636343323,5.708632440797383,toeholds
pre_438_90972|0.092100239,1.958533077473846,3.7712082627655255,5.091404707033329,5.664497779200466,5.744996077161019,toeholds
pre_439_90973|0.666666667,1.9512939989599685,3.5404009878015112,4.782463646078297,5.45021206491475,5.672268804433747,toeholds
pre_440_90974|0.09018451300000001,1.9296193356701552,3.707482876609865,5.078161066644496,5.557354922057607,5.744996077161019,toeholds
pre_441_90975|0.232048129,1.9772978503825471,3.669879867186458,4.902722470153269,5.508160502376117,5.672268804433747,toeholds
pre_442_90976|0.849222255,1.8985422193070915,3.6114863853258927,4.827903829688525,5.485926350629036,5.635905168070111,toeholds
pre_443_90977|0.782831293,1.8936334781497441,3.6459691439465822,4.999385189527427,5.593069207771894,5.708632440797383,toeholds
pre_444_90978|0.243319855,1.9558938582715706,3.6993541076096768,4.96429747022918,5.557354922057607,5.672268804433747,toeholds
pre_445_90979|0.547307851,1.945848882929053,3.8140958667830147,5.152979707109239,5.664497779200465,5.7813597135246555,toeholds
pre_446_90980|0.388928049,1.9194015152017747,3.661703788485259,4.981498347270341,5.615303359518975,5.744996077161019,toeholds
pre_447_90981|0.981567313,1.83052071984362,3.493624375349838,4.770972031480866,5.458966082694627,5.672268804433747,toeholds
pre_448_90982|1.0,1.9789292239512064,3.868324263812785,5.104648347422163,5.579589073804689,5.708632440797383,toeholds
pre_449_90983|0.796555865,1.932779984414807,3.715656109118417,5.064917426255665,5.664497779200465,5.7813597135246555,toeholds
pre_450_90984|1.0,1.8468874507668414,3.5705966761551857,4.900970444361867,5.664497779200466,5.7813597135246555,toeholds
pre_451_90985|1.0,1.7522449060896481,3.4267787383914614,4.7051588749104605,5.293874788090402,5.599541531706474,toeholds
pre_452_90986|0.050104662,1.9061360337698043,3.725830082666399,4.986141549138593,5.557354922057608,5.7813597135246555,toeholds
pre_453_90987|0.291330851,1.9544471310151452,3.774049590978983,5.126492426331573,5.628783493486179,5.7813597135246555,toeholds
pre_454_90988|0.344646016,1.9846002039796424,3.8000801945018616,5.2317555842263115,5.664497779200465,5.7813597135246555,toeholds
